name,median,lower_err,upper_err
gp: $\log{\sigma}$,-7.549512536421136,0.04185681774896288,0.04704844463781299
gp: $\log{\rho}$,-0.23627798345297177,0.0722596744391529,0.06976110367025515
$\log{(y_\mathrm{err})}$,-6.000562315153353,0.001615193881809418,0.0017112378762709213
