#name,median,lower_error,upper_error,label,unit
#Fitted parameters,,,
b_epoch,52.10067719542931,0.034452045165679124,0.02674890970119037,$T_{0;b}$,BJD
b_period,3.3985922295449256,0.005366947062983574,0.005491001188747013,$P_b$,d
b_K,0.09951457966247129,0.003856004182061057,0.002894871168000371,$K_b$,km/s
b_f_c,0.12251379249043304,0.06159785619784975,0.07141011892915347,$\sqrt{e}\cos{\omega}_b$,
b_f_s,0.4211699087224301,0.04035579476365525,0.030950890398733222,$\sqrt{e}\sin{\omega}_b$,
log_jitter_rv_Donatello,-7.03199839383454,1.8444403582252207,1.7715997488581587,$\ln{\sigma_\mathrm{jitter}} (RV_\mathrm{Donatello})$,km/s
log_jitter_rv_Raphael,-5.322746043214204,1.9144317945956448,0.7018280398551884,$\ln{\sigma_\mathrm{jitter}} (RV_\mathrm{Raphael})$,km/s
