#property,value,lower_error,upper_error,source
$e_\mathrm{b}$,0.19645843019328202,0.024782288158187726,0.024781097967574106,derived
$w_\mathrm{b}$ (deg),73.85504984258989,9.889349455377697,8.062514848294924,derived
