#name,median,lower_error,upper_error,label,unit
#Fitted parameters,,,
b_epoch,52.10285316889568,0.03298173850929942,0.025467479934071946,$T_{0;b}$,BJD
b_period,3.3985384917525794,0.005312410171634863,0.005552090867549264,$P_b$,d
b_K,0.09977915211308247,0.003730825613099814,0.0027179459172974596,$K_b$,km/s
b_f_c,0.11995344251611806,0.05912421174695284,0.06880424018684297,$\sqrt{e}\cos{\omega}_b$,
b_f_s,0.42238426681308794,0.039176642332468425,0.029755634537464215,$\sqrt{e}\sin{\omega}_b$,
log_jitter_rv_Donatello,-7.072382736850869,2.018150585707282,1.8452678995389222,$\ln{\sigma_\mathrm{jitter}} (RV_\mathrm{Donatello})$,km/s
log_jitter_rv_Raphael,-5.447847449827219,2.4008886848239035,0.7671820179388718,$\ln{\sigma_\mathrm{jitter}} (RV_\mathrm{Raphael})$,km/s
