name,median,lower_err,upper_err
gp: $\log{\sigma}$,-10.232269368121338,0.08194639255960645,0.07383009160670184
gp: $\log{\rho}$,-5.293925014871954,0.17856643502883784,0.1971734524037645
$\log{(y_\mathrm{err})}$,-8.89182497103086,0.007288482488213788,0.007797765660287226
