name,median,lower_err,upper_err
gp: $\log{\sigma}$,-10.479468570030246,0.03888846264155532,0.038328234952034634
gp: $\log{\rho}$,-2.071671517567434,0.10131319703056274,0.10187665845794491
$\log{(y_\mathrm{err})}$,-8.63020387445357,0.0024034090478224357,0.0023428605290938265
