# time,flux_detrended,flux_err,trend
5.833333333333332593e-01,9.986491929582400617e-01,2.000000000000000042e-03,1.001397060880131695e+00
5.937500000000000000e-01,9.996942757035492955e-01,2.000000000000000042e-03,1.001406712468188243e+00
6.041666666666666297e-01,1.000995404893489038e+00,2.000000000000000042e-03,1.001380833432235384e+00
6.145833333333332593e-01,1.002269119843741230e+00,2.000000000000000042e-03,1.001389928024428944e+00
6.250000000000000000e-01,9.993501316108088783e-01,2.000000000000000042e-03,1.001399489510554242e+00
6.354166666666666297e-01,9.999523838593062930e-01,2.000000000000000042e-03,1.001379296109061956e+00
6.458333333333332593e-01,9.980763682515817470e-01,2.000000000000000042e-03,1.001412407218574607e+00
6.562500000000000000e-01,9.978584206820114710e-01,2.000000000000000042e-03,1.001446713652359710e+00
6.666666666666666297e-01,1.001869004699414978e+00,2.000000000000000042e-03,1.001443444536428196e+00
6.770833333333332593e-01,1.002919246683177334e+00,2.000000000000000042e-03,1.001474595894534358e+00
6.875000000000000000e-01,1.000067215277493649e+00,2.000000000000000042e-03,1.001469831092019813e+00
6.979166666666666297e-01,1.002193459525273944e+00,2.000000000000000042e-03,1.001486935250698984e+00
7.083333333333332593e-01,1.000863262047129387e+00,2.000000000000000042e-03,1.001530631800714222e+00
7.187500000000000000e-01,9.988843673547465052e-01,2.000000000000000042e-03,1.001494284078490393e+00
7.291666666666666297e-01,1.000920744058873657e+00,2.000000000000000042e-03,1.001463133307246345e+00
7.395833333333332593e-01,1.003242115715767602e+00,2.000000000000000042e-03,1.001486709447856116e+00
7.500000000000000000e-01,1.000035724683524530e+00,2.000000000000000042e-03,1.001545208891349903e+00
7.604166666666666297e-01,1.003188068872778560e+00,2.000000000000000042e-03,1.001583809320359952e+00
7.708333333333332593e-01,9.948689361323361791e-01,2.000000000000000042e-03,1.001542056758630617e+00
7.812500000000000000e-01,1.001670155347053282e+00,2.000000000000000042e-03,1.001608396484284125e+00
7.916666666666666297e-01,1.000251643769877186e+00,2.000000000000000042e-03,1.001554287224249551e+00
8.020833333333332593e-01,9.994403757782240882e-01,2.000000000000000042e-03,1.001589455050267086e+00
8.125000000000000000e-01,1.000182904442385112e+00,2.000000000000000042e-03,1.001621938350108154e+00
8.229166666666666297e-01,9.960442973420168267e-01,2.000000000000000042e-03,1.001603120551944004e+00
8.333333333333332593e-01,9.996243091845412598e-01,2.000000000000000042e-03,1.001547674261481946e+00
8.437500000000000000e-01,1.000775418551780316e+00,2.000000000000000042e-03,1.001542823397882698e+00
8.541666666666666297e-01,1.002994369472244296e+00,2.000000000000000042e-03,1.001556375295642898e+00
8.645833333333332593e-01,9.990712620948587475e-01,2.000000000000000042e-03,1.001487537172224718e+00
8.750000000000000000e-01,9.984496808118622502e-01,2.000000000000000042e-03,1.001523931796292066e+00
8.854166666666666297e-01,9.991089839299319708e-01,2.000000000000000042e-03,1.001471267840389867e+00
8.958333333333332593e-01,1.001883595788576775e+00,2.000000000000000042e-03,1.001520955569771942e+00
9.062500000000000000e-01,1.000704462437669084e+00,2.000000000000000042e-03,1.001522676229662512e+00
9.166666666666666297e-01,9.989611612602667945e-01,2.000000000000000042e-03,1.001545671079024258e+00
9.270833333333332593e-01,1.001096329203623014e+00,2.000000000000000042e-03,1.001487301594023327e+00
9.375000000000000000e-01,1.000285780089873899e+00,2.000000000000000042e-03,1.001460605830496231e+00
9.479166666666666297e-01,1.001997823227283257e+00,2.000000000000000042e-03,1.001483016926457248e+00
9.583333333333332593e-01,9.986844895310128534e-01,2.000000000000000042e-03,1.001453638044497607e+00
9.687500000000000000e-01,9.993882175673655111e-01,2.000000000000000042e-03,1.001491445095155530e+00
9.791666666666666297e-01,9.992018748406541473e-01,2.000000000000000042e-03,1.001542913116084899e+00
9.895833333333332593e-01,9.970828942026976893e-01,2.000000000000000042e-03,1.001515915167978443e+00
1.000000000000000000e+00,1.000622377342252012e+00,2.000000000000000042e-03,1.001483947994414869e+00
1.010416666666666519e+00,1.000558071406707272e+00,2.000000000000000042e-03,1.001471764918650420e+00
1.020833333333333259e+00,9.999817905872194768e-01,2.000000000000000042e-03,1.001530498478404141e+00
1.031250000000000000e+00,9.995486280727952089e-01,2.000000000000000042e-03,1.001478335541280629e+00
1.041666666666666519e+00,9.971449451059843927e-01,2.000000000000000042e-03,1.001449589501588466e+00
1.052083333333333259e+00,9.916934929827647682e-01,2.000000000000000042e-03,1.001479325589592406e+00
1.062500000000000000e+00,9.889435379984974350e-01,2.000000000000000042e-03,1.001460676380468540e+00
1.072916666666666519e+00,9.866922771923567481e-01,2.000000000000000042e-03,1.001431005218192283e+00
1.083333333333333259e+00,9.872514864119722455e-01,2.000000000000000042e-03,1.001406035983374743e+00
1.093750000000000000e+00,9.880326434625442689e-01,2.000000000000000042e-03,1.001401396575717584e+00
1.104166666666666519e+00,9.909474242073589290e-01,2.000000000000000042e-03,1.001409728359098805e+00
1.114583333333333259e+00,9.878130887686736861e-01,2.000000000000000042e-03,1.001397648316961320e+00
1.125000000000000000e+00,9.886802888916206289e-01,2.000000000000000042e-03,1.001337475520710951e+00
1.135416666666666519e+00,9.891630156885475866e-01,2.000000000000000042e-03,1.001385612028955485e+00
1.145833333333333259e+00,9.878430742306379964e-01,2.000000000000000042e-03,1.001397416515517280e+00
1.156250000000000000e+00,9.990977274057289970e-01,2.000000000000000042e-03,1.001391034831510707e+00
1.166666666666666519e+00,1.000085434472599788e+00,2.000000000000000042e-03,1.001440787005082322e+00
1.177083333333333259e+00,1.004943044445664846e+00,2.000000000000000042e-03,1.001375335618451601e+00
1.187500000000000000e+00,9.996472614459196437e-01,2.000000000000000042e-03,1.001359962092517542e+00
1.197916666666666519e+00,1.000598911744405628e+00,2.000000000000000042e-03,1.001387551645844143e+00
1.208333333333333259e+00,9.999850543451423990e-01,2.000000000000000042e-03,1.001322438834625794e+00
1.218750000000000000e+00,9.977047421740283806e-01,2.000000000000000042e-03,1.001330513928743837e+00
1.229166666666666519e+00,1.002289253427984583e+00,2.000000000000000042e-03,1.001355473825866316e+00
1.239583333333333259e+00,1.001497399329417393e+00,2.000000000000000042e-03,1.001359208311606519e+00
1.250000000000000000e+00,1.001568113608665822e+00,2.000000000000000042e-03,1.001359154772594406e+00
1.260416666666666519e+00,9.981835263386322765e-01,2.000000000000000042e-03,1.001339995172495279e+00
1.270833333333333259e+00,1.002859954647097984e+00,2.000000000000000042e-03,1.001274346810334226e+00
1.281250000000000000e+00,9.972509550533125156e-01,2.000000000000000042e-03,1.001273666030877640e+00
1.291666666666666519e+00,1.001275325482921863e+00,2.000000000000000042e-03,1.001214096882224514e+00
1.302083333333333259e+00,1.004484001251166880e+00,2.000000000000000042e-03,1.001201186283453337e+00
1.312500000000000000e+00,9.981163129110590670e-01,2.000000000000000042e-03,1.001206928222954540e+00
1.322916666666666519e+00,9.989615358084740215e-01,2.000000000000000042e-03,1.001201507611672481e+00
1.333333333333333259e+00,1.000229298602849370e+00,2.000000000000000042e-03,1.001256431872517894e+00
1.343750000000000000e+00,9.990212533154424479e-01,2.000000000000000042e-03,1.001252036070378049e+00
1.354166666666666519e+00,9.969030197849837460e-01,2.000000000000000042e-03,1.001270879573720185e+00
1.364583333333333259e+00,1.000176204141235425e+00,2.000000000000000042e-03,1.001224248029614294e+00
1.375000000000000000e+00,9.978762785166842564e-01,2.000000000000000042e-03,1.001257555747962602e+00
1.385416666666666519e+00,1.000903845169871076e+00,2.000000000000000042e-03,1.001290151998417866e+00
1.395833333333333259e+00,9.981273400655721328e-01,2.000000000000000042e-03,1.001276366746974622e+00
1.406250000000000000e+00,1.003117282874752325e+00,2.000000000000000042e-03,1.001211142393057640e+00
1.416666666666666519e+00,9.984551379813819683e-01,2.000000000000000042e-03,1.001204696393982685e+00
1.427083333333333259e+00,9.993702687218878333e-01,2.000000000000000042e-03,1.001202975608524559e+00
1.437500000000000000e+00,1.001635404480774039e+00,2.000000000000000042e-03,1.001198392767001177e+00
1.447916666666666519e+00,9.975431932312931460e-01,2.000000000000000042e-03,1.001198842823431079e+00
1.458333333333333259e+00,1.000485904728267261e+00,2.000000000000000042e-03,1.001161351641467467e+00
1.468750000000000000e+00,1.002645972139416308e+00,2.000000000000000042e-03,1.001150237793925202e+00
1.479166666666666519e+00,9.968453444623823767e-01,2.000000000000000042e-03,1.001120244682405680e+00
1.489583333333333259e+00,1.000430598434583596e+00,2.000000000000000042e-03,1.001107255345323521e+00
1.500000000000000000e+00,1.000541949376052120e+00,2.000000000000000042e-03,1.001138291811771719e+00
1.510416666666666519e+00,1.001589575585569492e+00,2.000000000000000042e-03,1.001125392763043687e+00
1.520833333333333259e+00,9.975626663248581272e-01,2.000000000000000042e-03,1.001111261554891385e+00
1.531250000000000000e+00,9.973932906017173305e-01,2.000000000000000042e-03,1.001105799943562635e+00
1.541666666666666519e+00,1.001064325454771753e+00,2.000000000000000042e-03,1.001107492827437717e+00
1.552083333333333259e+00,1.000570566751975532e+00,2.000000000000000042e-03,1.001143849496608063e+00
1.562500000000000000e+00,1.000470982610418336e+00,2.000000000000000042e-03,1.001142544150833036e+00
1.572916666666666519e+00,1.000655469082630367e+00,2.000000000000000042e-03,1.001141732677036211e+00
1.583333333333333259e+00,9.986007762462273396e-01,2.000000000000000042e-03,1.001137790399240446e+00
1.593750000000000000e+00,1.000419893820282402e+00,2.000000000000000042e-03,1.001133128945620676e+00
1.604166666666666519e+00,1.000540168943533592e+00,2.000000000000000042e-03,1.001126323533478413e+00
1.614583333333333259e+00,9.985266727866453085e-01,2.000000000000000042e-03,1.001119192612924147e+00
1.625000000000000000e+00,1.003686627820602029e+00,2.000000000000000042e-03,1.001105726976135868e+00
1.635416666666666519e+00,1.000901268489452489e+00,2.000000000000000042e-03,1.001102249426341961e+00
1.645833333333333259e+00,9.975701901429295804e-01,2.000000000000000042e-03,1.001098682628140280e+00
1.656250000000000000e+00,1.001256518984545929e+00,2.000000000000000042e-03,1.001095988238872581e+00
1.666666666666666519e+00,9.979778100017683284e-01,2.000000000000000042e-03,1.001107814167097265e+00
1.677083333333333259e+00,1.001494969979154437e+00,2.000000000000000042e-03,1.001102272945430416e+00
1.687500000000000000e+00,1.002246820629314250e+00,2.000000000000000042e-03,1.001084634454390887e+00
1.697916666666666519e+00,9.982830256534200863e-01,2.000000000000000042e-03,1.001086160803790870e+00
1.708333333333333259e+00,1.001854592525516452e+00,2.000000000000000042e-03,1.001070852073275619e+00
1.718750000000000000e+00,1.000750118214607909e+00,2.000000000000000042e-03,1.001067321293869439e+00
1.729166666666666519e+00,1.001522871709613627e+00,2.000000000000000042e-03,1.001104253881525130e+00
1.739583333333333259e+00,1.003709544523776920e+00,2.000000000000000042e-03,1.001056826252556542e+00
1.750000000000000000e+00,9.994576760480322619e-01,2.000000000000000042e-03,1.001020835265516107e+00
1.760416666666666519e+00,9.984747842139628515e-01,2.000000000000000042e-03,1.000980012304793387e+00
1.770833333333333259e+00,9.981661551877809568e-01,2.000000000000000042e-03,1.001009493854367660e+00
1.781250000000000000e+00,9.983613013695346039e-01,2.000000000000000042e-03,1.000953533027239661e+00
1.791666666666666519e+00,9.997937843874904473e-01,2.000000000000000042e-03,1.000989188500275073e+00
1.802083333333333259e+00,1.000646523512882968e+00,2.000000000000000042e-03,1.000964224310265660e+00
1.812500000000000000e+00,1.000539665651878574e+00,2.000000000000000042e-03,1.000934389839752692e+00
1.822916666666666519e+00,1.001597128069555698e+00,2.000000000000000042e-03,1.000968996683889056e+00
1.833333333333333259e+00,9.999419336112311818e-01,2.000000000000000042e-03,1.000989578941918090e+00
1.843750000000000000e+00,1.002825235509617219e+00,2.000000000000000042e-03,1.000976688633216538e+00
1.854166666666666519e+00,9.993693208821256002e-01,2.000000000000000042e-03,1.000991789874516646e+00
1.864583333333333259e+00,1.005274342317526104e+00,2.000000000000000042e-03,1.001042500378563460e+00
1.875000000000000000e+00,1.001091157459512937e+00,2.000000000000000042e-03,1.001033277847266589e+00
1.885416666666666519e+00,9.980719032525254830e-01,2.000000000000000042e-03,1.001082343939071251e+00
1.895833333333333259e+00,9.976714122469614310e-01,2.000000000000000042e-03,1.001047988915058307e+00
1.906250000000000000e+00,1.000720215455360274e+00,2.000000000000000042e-03,1.001094980855720351e+00
1.916666666666666519e+00,9.993573646227201790e-01,2.000000000000000042e-03,1.001039737124529871e+00
1.927083333333333259e+00,1.001181040876464090e+00,2.000000000000000042e-03,1.001081386769526516e+00
1.937500000000000000e+00,1.000673110717639203e+00,2.000000000000000042e-03,1.001100698625820407e+00
1.947916666666666519e+00,9.996276745533643204e-01,2.000000000000000042e-03,1.001047531148420378e+00
1.958333333333333259e+00,9.980156501390876622e-01,2.000000000000000042e-03,1.001105857061783455e+00
1.968750000000000000e+00,9.966927117289546834e-01,2.000000000000000042e-03,1.001086543346859870e+00
1.979166666666666519e+00,9.988811057698981921e-01,2.000000000000000042e-03,1.001024852730231673e+00
1.989583333333333259e+00,1.001420687351844530e+00,2.000000000000000042e-03,1.001080932710760818e+00
4.010416666666666075e+00,1.000245860731035830e+00,2.000000000000000042e-03,1.000732466777456198e+00
4.020833333333333037e+00,9.973362777510583754e-01,2.000000000000000042e-03,1.000730106185073742e+00
4.031250000000000000e+00,1.000182868872444342e+00,2.000000000000000042e-03,1.000724921188657746e+00
4.041666666666666075e+00,1.000616249807573910e+00,2.000000000000000042e-03,1.000721192127901560e+00
4.052083333333333037e+00,9.980814759370975064e-01,2.000000000000000042e-03,1.000725188938544896e+00
4.062500000000000000e+00,1.000184785022034450e+00,2.000000000000000042e-03,1.000701306158783721e+00
4.072916666666666075e+00,1.000036703761854939e+00,2.000000000000000042e-03,1.000664286460298591e+00
4.083333333333333037e+00,9.976520927116802051e-01,2.000000000000000042e-03,1.000653969668692911e+00
4.093750000000000000e+00,1.000683346864076562e+00,2.000000000000000042e-03,1.000628179431397147e+00
4.104166666666666075e+00,1.001032335083401392e+00,2.000000000000000042e-03,1.000690857137984446e+00
4.114583333333333037e+00,1.002053043623178041e+00,2.000000000000000042e-03,1.000719914162678803e+00
4.125000000000000000e+00,1.002056276345030028e+00,2.000000000000000042e-03,1.000664332613890206e+00
4.135416666666666075e+00,9.971583903734686505e-01,2.000000000000000042e-03,1.000708733185204480e+00
4.145833333333333037e+00,9.979745527562211560e-01,2.000000000000000042e-03,1.000777937693165143e+00
4.156250000000000000e+00,1.000831930419867843e+00,2.000000000000000042e-03,1.000830169097727484e+00
4.166666666666666075e+00,1.000896799599556131e+00,2.000000000000000042e-03,1.000768994522990063e+00
4.177083333333333037e+00,1.000931679928352303e+00,2.000000000000000042e-03,1.000742864068441706e+00
4.187500000000000000e+00,1.007544956984472106e+00,2.000000000000000042e-03,1.000805831489883113e+00
4.197916666666666075e+00,1.001028331491386147e+00,2.000000000000000042e-03,1.000770362543616621e+00
4.208333333333333037e+00,1.002130043966684259e+00,2.000000000000000042e-03,1.000803415152665243e+00
4.218750000000000000e+00,1.001734940125893703e+00,2.000000000000000042e-03,1.000842009037874458e+00
4.229166666666666075e+00,1.001175359744455040e+00,2.000000000000000042e-03,1.000803284951476302e+00
4.239583333333333037e+00,9.992480987749032817e-01,2.000000000000000042e-03,1.000805206095899624e+00
4.250000000000000000e+00,1.001419907410128651e+00,2.000000000000000042e-03,1.000786614492444881e+00
4.260416666666666075e+00,9.984166214327804267e-01,2.000000000000000042e-03,1.000735084925786111e+00
4.270833333333333037e+00,9.994923375973018276e-01,2.000000000000000042e-03,1.000737113938441780e+00
4.281250000000000000e+00,9.990491329731312486e-01,2.000000000000000042e-03,1.000690060641201473e+00
4.291666666666666075e+00,1.000135969715681306e+00,2.000000000000000042e-03,1.000743519512762303e+00
4.302083333333333037e+00,1.004658419903057487e+00,2.000000000000000042e-03,1.000690128483966657e+00
4.312500000000000000e+00,9.963147681907035258e-01,2.000000000000000042e-03,1.000682291869322338e+00
4.322916666666666075e+00,1.001408914347158285e+00,2.000000000000000042e-03,1.000698352934203728e+00
4.333333333333333037e+00,9.967711544413343505e-01,2.000000000000000042e-03,1.000748239395613526e+00
4.343750000000000000e+00,9.991073540787831497e-01,2.000000000000000042e-03,1.000698517318134639e+00
4.354166666666666075e+00,1.002188039595837576e+00,2.000000000000000042e-03,1.000744069400622216e+00
4.364583333333333037e+00,1.000133944674798103e+00,2.000000000000000042e-03,1.000757095475025116e+00
4.375000000000000000e+00,9.978897018569701238e-01,2.000000000000000042e-03,1.000725687718365675e+00
4.385416666666666075e+00,9.985918517450645959e-01,2.000000000000000042e-03,1.000754737170621800e+00
4.395833333333333037e+00,1.001370949501154461e+00,2.000000000000000042e-03,1.000770128340213061e+00
4.406250000000000000e+00,9.985741434025202645e-01,2.000000000000000042e-03,1.000755961847012321e+00
4.416666666666666075e+00,1.000465517744746125e+00,2.000000000000000042e-03,1.000763644013513920e+00
4.427083333333333037e+00,1.000135031692113152e+00,2.000000000000000042e-03,1.000759465040307328e+00
4.437500000000000000e+00,9.987382908509383483e-01,2.000000000000000042e-03,1.000769806055619604e+00
4.447916666666666075e+00,1.000312661098105238e+00,2.000000000000000042e-03,1.000796112241544744e+00
4.458333333333333037e+00,9.917085942407705135e-01,2.000000000000000042e-03,1.000836170622165344e+00
4.468750000000000000e+00,9.846810798186813596e-01,2.000000000000000042e-03,1.000798891636729859e+00
4.479166666666666075e+00,9.881242954763388431e-01,2.000000000000000042e-03,1.000837747455833204e+00
4.489583333333333037e+00,9.859897632953344981e-01,2.000000000000000042e-03,1.000794901770311052e+00
4.500000000000000000e+00,9.888693469090493737e-01,2.000000000000000042e-03,1.000795986888013633e+00
4.510416666666666075e+00,9.857146693958918071e-01,2.000000000000000042e-03,1.000823042523696582e+00
4.520833333333333037e+00,9.875517684671891727e-01,2.000000000000000042e-03,1.000836140214616421e+00
4.531250000000000000e+00,9.897176290335207849e-01,2.000000000000000042e-03,1.000860892918601808e+00
4.541666666666666075e+00,9.922059443275195179e-01,2.000000000000000042e-03,1.000857806345712087e+00
4.552083333333333037e+00,9.936573284159480046e-01,2.000000000000000042e-03,1.000837965009093056e+00
4.562500000000000000e+00,9.993685263133075258e-01,2.000000000000000042e-03,1.000856643142044256e+00
4.572916666666666075e+00,9.990650829324982940e-01,2.000000000000000042e-03,1.000886471978671199e+00
4.583333333333333037e+00,9.986942873012779609e-01,2.000000000000000042e-03,1.000907844604724151e+00
4.593750000000000000e+00,1.003513517692585122e+00,2.000000000000000042e-03,1.000928722458896747e+00
4.604166666666666075e+00,1.000778885449425504e+00,2.000000000000000042e-03,1.000951921670535594e+00
4.614583333333333037e+00,9.974551535865220364e-01,2.000000000000000042e-03,1.000954081709201748e+00
4.625000000000000000e+00,1.001814300267803048e+00,2.000000000000000042e-03,1.000955254571113784e+00
4.635416666666666075e+00,1.004230365640168099e+00,2.000000000000000042e-03,1.000952468230600578e+00
4.645833333333333037e+00,1.002041646766291816e+00,2.000000000000000042e-03,1.000970836048024726e+00
4.656250000000000000e+00,9.969304729669387077e-01,2.000000000000000042e-03,1.000990341016444685e+00
4.666666666666666075e+00,9.989898988423252524e-01,2.000000000000000042e-03,1.001006138074219676e+00
4.677083333333333037e+00,1.002484745879448358e+00,2.000000000000000042e-03,1.001017007062701580e+00
4.687500000000000000e+00,9.985540283567805320e-01,2.000000000000000042e-03,1.001009512212957198e+00
4.697916666666666075e+00,1.000851125017437226e+00,2.000000000000000042e-03,1.001020019894450774e+00
4.708333333333333037e+00,1.001499398319583678e+00,2.000000000000000042e-03,1.001039631027573984e+00
4.718750000000000000e+00,9.981476774886729464e-01,2.000000000000000042e-03,1.000998567614697077e+00
4.729166666666666075e+00,9.998901812833987934e-01,2.000000000000000042e-03,1.000996059637331514e+00
4.739583333333333037e+00,9.935583961646490270e-01,2.000000000000000042e-03,1.000977462330040257e+00
4.750000000000000000e+00,9.979809359818084813e-01,2.000000000000000042e-03,1.000991289177990184e+00
4.760416666666666075e+00,9.995162397167591806e-01,2.000000000000000042e-03,1.001004998135861079e+00
4.770833333333333037e+00,9.974749360598015313e-01,2.000000000000000042e-03,1.001064949506796919e+00
4.781250000000000000e+00,1.003194221373462591e+00,2.000000000000000042e-03,1.001106688937221101e+00
4.791666666666666075e+00,9.970252458409912810e-01,2.000000000000000042e-03,1.001164401815606064e+00
4.802083333333333037e+00,9.990007507050631119e-01,2.000000000000000042e-03,1.001173626690730512e+00
4.812500000000000000e+00,1.000160870476638930e+00,2.000000000000000042e-03,1.001160526842847176e+00
4.822916666666666075e+00,1.002753863052335825e+00,2.000000000000000042e-03,1.001192293511799836e+00
4.833333333333333037e+00,9.970148655056393361e-01,2.000000000000000042e-03,1.001190628710848518e+00
4.843750000000000000e+00,1.002176934423256061e+00,2.000000000000000042e-03,1.001227136434991172e+00
4.854166666666666075e+00,9.998534673798230576e-01,2.000000000000000042e-03,1.001254326286314722e+00
4.864583333333333037e+00,9.978840304823871632e-01,2.000000000000000042e-03,1.001249446417484590e+00
4.875000000000000000e+00,1.000791666287047743e+00,2.000000000000000042e-03,1.001232099097462136e+00
4.885416666666666075e+00,1.000200366618495318e+00,2.000000000000000042e-03,1.001304684508092624e+00
4.895833333333333037e+00,9.986102676986691185e-01,2.000000000000000042e-03,1.001304939485900158e+00
4.906250000000000000e+00,1.000005384031087186e+00,2.000000000000000042e-03,1.001254649149164067e+00
4.916666666666666075e+00,9.990370950284976903e-01,2.000000000000000042e-03,1.001320566643020271e+00
4.927083333333333037e+00,1.000013508155198849e+00,2.000000000000000042e-03,1.001347079428011710e+00
4.937500000000000000e+00,1.001087987945348701e+00,2.000000000000000042e-03,1.001374873845814362e+00
4.947916666666666075e+00,1.002890531313084921e+00,2.000000000000000042e-03,1.001423978260533421e+00
4.958333333333333037e+00,9.972536581456857840e-01,2.000000000000000042e-03,1.001427689104303242e+00
4.968750000000000000e+00,1.004018820368841602e+00,2.000000000000000042e-03,1.001401106980654099e+00
4.979166666666666075e+00,9.958592136100361536e-01,2.000000000000000042e-03,1.001408335741356570e+00
4.989583333333333037e+00,9.994800229041653772e-01,2.000000000000000042e-03,1.001389391613861868e+00
5.000000000000000000e+00,1.000935639340600813e+00,2.000000000000000042e-03,1.001418265382447936e+00
5.010416666666666075e+00,1.000332315692683327e+00,2.000000000000000042e-03,1.001414095696404605e+00
5.020833333333333037e+00,9.985582307633031895e-01,2.000000000000000042e-03,1.001389535831981314e+00
