#property,value,lower_error,upper_error,source
$rho_\mathrm{\star;b}$ (cgs),53856077254252.54,214815454113.53125,225402341112.03906,derived
Limb darkening $u_\mathrm{1; TESS}$,0.9777778590426167,0.1370963397748468,0.1507166597073235,derived
Limb darkening $u_\mathrm{2; TESS}$,-0.32909648471162634,0.10564165179523644,0.11540579543469778,derived
$rho_\mathrm{\star; combined}$ (cgs),53856077254252.54,214815454113.53125,225402341112.03906,derived
