#property,value,lower_error,upper_error,source
$rho_\mathrm{\star;b}$ (cgs),55445460007668.37,374359483433.1719,367196440726.2031,derived
Limb darkening $u_\mathrm{1; TESS}$,0.011141291829749208,0.007682142341956301,0.015237015638290781,derived
Limb darkening $u_\mathrm{2; TESS}$,0.01507319879226848,0.014344400393330625,0.030586075124930345,derived
$rho_\mathrm{\star; combined}$ (cgs),55445460007668.37,374359483433.1719,367196440726.2031,derived
