# time,flux,flux_err
2.458421753055800218e+06,9.999021065359978699e-01,1.332293613813817501e-03
2.458421754444689956e+06,1.001887230021172082e+00,1.332239946350455284e-03
2.458421755833579227e+06,9.996451351743107505e-01,1.332125859335064888e-03
2.458421757222468965e+06,1.001316683990418843e+00,1.332416431978344917e-03
2.458421758611358702e+06,1.000881330518887058e+00,1.332844258286058903e-03
2.458421760000248440e+06,1.003136771835196672e+00,1.333304215222597122e-03
2.458421761389138177e+06,9.997855049530317562e-01,1.332719926722347736e-03
2.458421762778027914e+06,9.976015977593359896e-01,1.331123756244778633e-03
2.458421764166917186e+06,9.994269401212121373e-01,1.331084291450679302e-03
2.458421765555806924e+06,1.000365308500534400e+00,1.331854611635208130e-03
2.458421766944696661e+06,9.974808165231032753e-01,1.330059836618602276e-03
2.458421768333586399e+06,1.000149215215664356e+00,1.332681160420179367e-03
2.458421769722476136e+06,9.979465462848939872e-01,1.331472885794937611e-03
2.458421771111365408e+06,1.000778446050222037e+00,1.332567073404788971e-03
2.458421772500255145e+06,9.995693920958150791e-01,1.331836450845003128e-03
2.458421773889144883e+06,1.002573674057602116e+00,1.333927968516945839e-03
2.458421775278034620e+06,9.993701350605639355e-01,1.331506646238267422e-03
2.458421776666923892e+06,1.000156533788170599e+00,1.332197338342666626e-03
2.458421778055813629e+06,9.998230236554372929e-01,1.332831801846623421e-03
2.458421779444703367e+06,1.001000851714823447e+00,1.332029816694557667e-03
2.458421780833593104e+06,9.963916676403825612e-01,1.331029809080064297e-03
2.458421782222482376e+06,1.002619683705973763e+00,1.333562075160443783e-03
2.458421783611372113e+06,1.002285588852895870e+00,1.333550317212939262e-03
2.458421785000261851e+06,9.994426181440103640e-01,1.332035870291292667e-03
2.458421786389151588e+06,9.991572259980914250e-01,1.332277315668761730e-03
2.458421787778040860e+06,1.001293692647826195e+00,1.333200605586171150e-03
2.458421789166930597e+06,1.001713608008794942e+00,1.333454041741788387e-03
2.458421790555820335e+06,9.981794733296154298e-01,1.331949257291853428e-03
2.458421791944710072e+06,9.996136867088720734e-01,1.333165680989623070e-03
2.458421793333599344e+06,9.989389118440608062e-01,1.332439132966101170e-03
2.458421794722489081e+06,1.001174217460126359e+00,1.333608175627887249e-03
2.458421796111378819e+06,1.001875958088611407e+00,1.333887921646237373e-03
2.458421797500268091e+06,9.987867866314170673e-01,1.332117361016571522e-03
2.458421798889157828e+06,9.985097056437541863e-01,1.332354149781167507e-03
2.458421800278047565e+06,9.989562279861732286e-01,1.331613399088382721e-03
2.458421801666936837e+06,1.001499823497064678e+00,1.333715743385255337e-03
2.458421803055826575e+06,9.994988658253958214e-01,1.331974053755402565e-03
2.458421804444716312e+06,1.000031346942432009e+00,1.332444953732192516e-03
2.458421805833605584e+06,9.980599591177423680e-01,1.332603045739233494e-03
2.458421807222495321e+06,9.999467829323691603e-01,1.332495943643152714e-03
2.458421808611385059e+06,9.975812951712641485e-01,1.332031213678419590e-03
2.458421810000274330e+06,1.000586784951529085e+00,1.332747866399586201e-03
2.458421811389164068e+06,9.993857991437316013e-01,1.332486746832728386e-03
2.458421812778053805e+06,1.000746981612745889e+00,1.332675223238766193e-03
