#name,median,lower_error,upper_error,label,unit
#Fitted parameters,,,
host_ldc_q1_Leonardo,0.25601141954980033,0.14095083877323059,0.23268271778876615,$q_{1;\mathrm{Leonardo}}$,
host_ldc_q2_Leonardo,0.28039833223719074,0.18833338137699374,0.33968618964836533,$q_{2;\mathrm{Leonardo}}$,
host_ldc_q1_Michelangelo,0.6954970217553291,0.19292780764500428,0.17707873948043762,$q_{1;\mathrm{Michelangelo}}$,
host_ldc_q2_Michelangelo,0.2758171436463427,0.07752972264459063,0.11498997737385014,$q_{2;\mathrm{Michelangelo}}$,
b_rsuma,0.11029270563331561,0.0031384025123681464,0.004934917440818032,$(R_\star + R_b) / a_b$,
b_rr,0.10030246368371032,0.00144826736218652,0.001816326764563822,$R_b / R_\star$,
b_cosi,0.027607022989981602,0.01366153393199002,0.013841553071798473,$\cos{i_b}$,
b_epoch,31.70069366667386,0.00041170434802850764,0.00042131737844286477,$T_{0;b}$,$\mathrm{BJD}$
b_period,3.3998859498711376,6.67125690947401e-05,6.693155275616647e-05,$P_b$,$\mathrm{d}$
b_K,0.09920106160699207,0.0005518043905272108,0.0005898512967712766,$K_b$,$\mathrm{km/s}$
log_err_flux_Leonardo,-6.2376911237541,0.07068400107360784,0.0763267356063757,$\log{\sigma_\mathrm{Leonardo}}$,
log_err_flux_Michelangelo,-7.7520251672590685,0.07456389034596533,0.07761104200646152,$\log{\sigma_\mathrm{Michelangelo}}$,
log_jitter_rv_Donatello,-7.388830818000123,1.6382292330435249,1.6036892342165574,$\log{\sigma_\mathrm{jitter}} (RV_\mathrm{Donatello})$,$\mathrm{km/s}$
log_jitter_rv_Raphael,-8.459219021764069,0.9906607313866083,1.1246353557579418,$\log{\sigma_\mathrm{jitter}} (RV_\mathrm{Raphael})$,$\mathrm{km/s}$
