name,median,lower_err,upper_err
gp: $\log{\sigma}$,-10.478668392592315,0.03812870362101606,0.03606331498835047
gp: $\log{\rho}$,-2.0696102437041324,0.10880054398442862,0.10408033321975396
$\log{(y_\mathrm{err})}$,-8.630214869727716,0.0024176754314293447,0.0023694286230426798
