#name,gp_log_sigma_median,gp_log_sigma_ll,gp_log_sigma_ul,gp_log_rho_median,gp_log_rho_ll,gp_log_rho_ul,log_yerr_median,log_yerr_ll,log_yerr_ul
TESS_flux_gp_decor,-10.479468570030246,0.03888846264155532,0.038328234952034634,-2.071671517567434,0.10131319703056274,0.10187665845794491,-8.63020387445357,0.0024034090478224357,0.0023428605290938265
