#name,median,lower_error,upper_error,label,unit
#Fitted parameters,,,
host_ldc_q1_TESS,0.266052652988786,0.1273838960188422,0.17417281088021858,$q_{1;\mathrm{TESS}}$,
host_ldc_q2_TESS,0.26938411326203904,0.19633102639364558,0.3469998994661798,$q_{2;\mathrm{TESS}}$,
b_epoch,2456552.5975531656,2.5490726996213198,2.5410928637720644,$T_{0;b}$,$\mathrm{BJD_{TDB}}$
b_period,2093.105271322744,1.7176094203450702,1.752249188730275,$P_b$,d
b_K,0.19257496324528522,0.001318129112257177,0.0013489030933805102,$K_b$,km/s
b_f_c,0.6953413168222801,0.004329353813838699,0.004267128243065632,$\sqrt{e_b} \cos{\omega_b}$,
b_f_s,-0.3922161669953419,0.006097084783184825,0.00596290429300389,$\sqrt{e_b} \sin{\omega_b}$,
c_rsuma,0.07577670765787281,0.0017166774473427182,0.0017431485712405825,$(R_\star + R_c) / a_c$,
c_rr,0.017447445431480992,0.00041914924239760606,0.00034576208775535106,$R_c / R_\star$,
c_cosi,0.04671608779231823,0.0027125798372029455,0.002277767724594329,$i_c$,$\deg$
c_epoch,2458338.040102856,0.0005773068405687809,0.0005664895288646221,$T_{0;c}$,$\mathrm{BJD_{TDB}}$
c_period,6.2678902750048024,0.0004917531920760609,0.000598570456520342,$P_c$,d
c_K,0.0018073241765687378,0.00029651954836771763,0.0003172821328058274,$K_c$,km/s
c_f_c,-0.22665873494422917,0.19290216487563594,0.3104215910516105,$\sqrt{e_c} \cos{\omega_c}$,
c_f_s,-0.38380294954255156,0.08744404364867664,0.23094154893310292,$\sqrt{e_c} \sin{\omega_c}$,
baseline_offset_flux_TESS,-9.538134270536437e-06,5.128038086031801e-06,5.1233501427048675e-06,$\Delta F_\mathrm{TESS}$,rel. flux
baseline_offset_rv_AAT,0.0320343528323343,0.0008750560877212182,0.0008326723814055734,$\Delta RV_\mathrm{AAT}$,km/s
baseline_offset_rv_HARPS1,10.708477649278667,0.00037630887093698107,0.00036651884162530735,$\Delta RV_\mathrm{HARPS_1}$,km/s
baseline_offset_rv_HARPS2,10.730680145175713,0.0007013858083446678,0.0006926781191420872,$\Delta RV_\mathrm{HARPS_2}$,km/s
log_err_flux_TESS,-8.85073699118227,0.019983772769831987,0.020706938770910455,$\ln \sigma_\mathrm{TESS}$,rel. flux
log_jitter_rv_AAT,-5.013277293923445,0.08859109869412674,0.09253534664046814,$\ln \sigma_\mathrm{AAT}$,km/s
log_jitter_rv_HARPS1,-6.095750713539033,0.07640610613520238,0.07749957100706073,$\ln \sigma_\mathrm{HARPS_1}$,km/s
log_jitter_rv_HARPS2,-6.364431451740955,0.19203053683739313,0.1986930604261774,$\ln \sigma_\mathrm{HARPS_2}$,km/s
