#property,value,lower_error,upper_error,source
$e_\mathrm{b}$,0.637359479029841,0.0023401712136061903,0.0023604190617558807,derived
$w_\mathrm{b}$ (deg),330.569954690267,0.52569746704728,0.5212247293705445,derived
$P_\mathrm{b} / P_\mathrm{c}$,333.93860391680994,0.2775096457507402,0.2779201125352415,derived
$R_\star/a_\mathrm{c}$,0.07446992836880373,0.0016876160593616157,0.0017328138076397187,derived
$a_\mathrm{c}/R_\star$,13.428239047730038,0.3053517153483156,0.3113629004519396,derived
$R_\mathrm{c}/a_\mathrm{c}$,0.0012981287435124172,4.355339256141761e-05,4.056880623258324e-05,derived
$R_\mathrm{c}$ ($\mathrm{R_{\oplus}}$),2.090308577574549,0.06410008645721055,0.06150824758198592,derived
$R_\mathrm{c}$ ($\mathrm{R_{jup}}$),0.1864851611177227,0.005718636510836678,0.005487407736567251,derived
$a_\mathrm{c}$ ($\mathrm{R_{\odot}}$),14.769113641556338,0.44313471219204636,0.46824612460940074,derived
$a_\mathrm{c}$ (AU),0.06868327946348735,0.002060783471245012,0.0021775632725684196,derived
$i_\mathrm{c}$ (deg),87.3223907987019,0.13154165215304658,0.15688622113368922,derived
$e_\mathrm{c}$,0.22779132279293865,0.10154617855066486,0.0747393304747577,derived
$w_\mathrm{c}$ (deg),237.11605333696122,30.29134890663434,43.80906033643612,derived
$M_\mathrm{c}$ ($\mathrm{M_{\oplus}}$),5.368814115981868,0.893812901010226,0.9403389914008997,derived
$M_\mathrm{c}$ ($\mathrm{M_{jup}}$),0.016892178309375262,0.002812249888506979,0.002958637339802391,derived
$b_\mathrm{tra;c}$,0.7287945517158062,0.10188496730465502,0.04533568034962798,derived
$T_\mathrm{tot;c}$ (h),2.9980666952672856,0.046722594726498645,0.04332040301106144,derived
$T_\mathrm{full;c}$ (h),2.785919214654471,0.05746708605307216,0.055494637779859524,derived
$rho_\mathrm{\star;c}$ (cgs),1.1658498271485909,0.07772854006703334,0.08320595665230202,derived
$rho_\mathrm{c}$ (cgs),3.2313242940350375,0.5895347709620817,0.6582804816458419,derived
$g_\mathrm{\star;c}$ (cgs),1213.4841737428294,202.84823824363934,212.51980354101852,derived
$T_\mathrm{eq;c}$ (K),1065.4770215777503,14.31572891448127,14.552540316931072,derived
$\delta_\mathrm{tr; undil; c; TESS}$ (ppt),0.0003112869673356222,1.0407707588533377e-05,1.0123973036790801e-05,derived
$\delta_\mathrm{tr; dil; c; TESS}$ (ppt),0.0003112869673356222,1.0407707588533377e-05,1.0123973036790801e-05,derived
$P_\mathrm{c} / P_\mathrm{b}$,0.0029945624383370716,2.4901495586171843e-06,2.4906109094245676e-06,derived
Limb darkening $u_\mathrm{1; TESS}$,0.2675239910031325,0.1906461948277464,0.283321929355578,derived
Limb darkening $u_\mathrm{2; TESS}$,0.22805454649521628,0.3242078696374431,0.2757035311067815,derived
$rho_\mathrm{\star; combined}$ (cgs),1.1658498271485909,0.07772854006703334,0.08320595665230202,derived
