#BJD_TDB,flux,flux_err
2.458431209995e+06,9.918068647e-01,2.138346806e-02
2.458431211384e+06,9.745289087e-01,2.141162939e-02
2.458431212773e+06,9.937284589e-01,2.142742649e-02
2.458431214162e+06,9.580332041e-01,2.138781175e-02
2.458431215551e+06,9.964783192e-01,2.139527351e-02
2.458431216939e+06,1.015351176e+00,2.143239230e-02
2.458431218328e+06,1.011644602e+00,2.145571075e-02
2.458431219717e+06,1.009105802e+00,2.142655663e-02
2.458431221106e+06,9.918757677e-01,2.142165229e-02
2.458431222495e+06,9.893057346e-01,2.137954906e-02
2.458431223884e+06,9.963653684e-01,2.144888230e-02
2.458431225273e+06,1.006508231e+00,2.141719498e-02
2.458431226662e+06,9.990780950e-01,2.144114487e-02
2.458431228051e+06,9.820826650e-01,2.140207030e-02
2.458431229439e+06,1.007453799e+00,2.141977660e-02
2.458431230828e+06,9.792843461e-01,2.140535600e-02
2.458431232217e+06,9.910866022e-01,2.137518488e-02
2.458431233606e+06,1.014989495e+00,2.143455669e-02
2.458431234995e+06,9.930627346e-01,2.143771388e-02
2.458431236384e+06,1.019488096e+00,2.143461816e-02
2.458431237773e+06,9.967329502e-01,2.141617797e-02
2.458431239162e+06,9.991528988e-01,2.143431082e-02
2.458431240551e+06,1.005445838e+00,2.142574452e-02
2.458431241940e+06,9.621574879e-01,2.136945538e-02
2.458431243328e+06,9.898064137e-01,2.140775137e-02
2.458431244717e+06,9.680908918e-01,2.138485387e-02
2.458431246106e+06,9.947913885e-01,2.142398618e-02
2.458431247495e+06,9.566619992e-01,2.138227038e-02
2.458431248884e+06,1.056565762e+00,2.150053345e-02
2.458431250273e+06,1.023725748e+00,2.146077529e-02
2.458431251662e+06,9.982514381e-01,2.142732218e-02
2.458431253051e+06,9.924712181e-01,2.138502337e-02
2.458431254440e+06,1.020329118e+00,2.145042084e-02
2.458431255828e+06,9.941739440e-01,2.142668143e-02
2.458431257217e+06,9.593880773e-01,2.136118524e-02
2.458431258606e+06,1.030475378e+00,2.145230398e-02
2.458431259995e+06,9.606069922e-01,2.138889022e-02
2.458431261384e+06,9.665595293e-01,2.136902139e-02
2.458431262773e+06,9.697842598e-01,2.139977552e-02
2.458431264162e+06,9.729716778e-01,2.139114775e-02
2.458431265551e+06,9.518358111e-01,2.136269026e-02
2.458431266940e+06,9.831510186e-01,2.144889534e-02
2.458431268329e+06,9.853645563e-01,2.140324190e-02
2.458431269717e+06,9.670014381e-01,2.133904211e-02
2.458431271106e+06,1.020091414e+00,2.142290026e-02
2.458431272495e+06,9.812275171e-01,2.137740143e-02
2.458431273884e+06,9.809829593e-01,2.140143327e-02
2.458431275273e+06,9.559849501e-01,2.134491503e-02
2.458431276662e+06,9.671658278e-01,2.137869596e-02
2.458431278051e+06,1.001207352e+00,2.141508460e-02
2.458431279440e+06,9.352380633e-01,2.134740911e-02
2.458431280829e+06,9.847525358e-01,2.140113153e-02
2.458431282218e+06,9.835301042e-01,2.142187022e-02
2.458431283606e+06,1.014223695e+00,2.143725939e-02
2.458431284995e+06,1.002399325e+00,2.142144740e-02
2.458431286384e+06,1.001148582e+00,2.141539380e-02
2.458431287773e+06,9.803787470e-01,2.139592730e-02
2.458431289162e+06,1.018427014e+00,2.146795020e-02
2.458431290551e+06,9.873781800e-01,2.138438076e-02
2.458431291940e+06,9.642252326e-01,2.135116793e-02
2.458431293329e+06,9.683279991e-01,2.139652707e-02
2.458431294718e+06,1.005239964e+00,2.142342739e-02
2.458431296106e+06,9.975389838e-01,2.140664309e-02
2.458431297495e+06,9.871919155e-01,2.139777318e-02
2.458431298884e+06,9.855840802e-01,2.141242661e-02
2.458431300273e+06,9.855756164e-01,2.140724845e-02
2.458431301662e+06,1.002776265e+00,2.141523361e-02
2.458431303051e+06,9.908371568e-01,2.144319750e-02
2.458431304440e+06,9.949516058e-01,2.143031359e-02
2.458431305829e+06,9.915810227e-01,2.139791287e-02
2.458431307218e+06,9.905201793e-01,2.143234201e-02
2.458431308607e+06,1.000149608e+00,2.141772956e-02
2.458431309995e+06,1.001295090e+00,2.143245749e-02
2.458431311384e+06,9.693785310e-01,2.136678249e-02
2.458431312773e+06,9.778201580e-01,2.141073160e-02
2.458431314162e+06,9.989681840e-01,2.139828168e-02
2.458431315551e+06,9.994989634e-01,2.141383290e-02
2.458431316940e+06,1.034276009e+00,2.143787034e-02
2.458431318329e+06,9.847766161e-01,2.137486078e-02
2.458431319718e+06,9.947066903e-01,2.140223235e-02
2.458431321107e+06,1.017464042e+00,2.146477439e-02
2.458431322495e+06,9.915959835e-01,2.140825987e-02
2.458431323884e+06,9.784129858e-01,2.136720531e-02
2.458431325273e+06,9.865988493e-01,2.141361125e-02
2.458431326662e+06,1.019462585e+00,2.144727856e-02
2.458431328051e+06,1.020967126e+00,2.145604044e-02
2.458431329440e+06,1.011804938e+00,2.145207115e-02
2.458431330829e+06,9.884998798e-01,2.139779180e-02
2.458431332218e+06,1.005319238e+00,2.143928781e-02
2.458431333607e+06,9.863254428e-01,2.140215598e-02
2.458431334996e+06,1.002806783e+00,2.139856294e-02
2.458431336384e+06,1.001563311e+00,2.145509049e-02
2.458431337773e+06,9.681981206e-01,2.136779018e-02
2.458431339162e+06,9.800881147e-01,2.141930722e-02
2.458431340551e+06,1.046540141e+00,2.147765271e-02
2.458431341940e+06,9.894164801e-01,2.140079997e-02
2.458431343329e+06,9.744717479e-01,2.137977816e-02
2.458431344718e+06,9.938793778e-01,2.138143964e-02
2.458431346107e+06,1.015247345e+00,2.147894353e-02
2.458431347496e+06,1.018500209e+00,2.144015767e-02
2.458431348885e+06,9.933426976e-01,2.141288854e-02
2.458431350273e+06,1.002087116e+00,2.140391991e-02
2.458431351662e+06,1.000376821e+00,2.140720934e-02
2.458431353051e+06,1.004505992e+00,2.144551836e-02
2.458431354440e+06,1.002110600e+00,2.139385045e-02
2.458431355829e+06,9.728289247e-01,2.139197104e-02
2.458431357218e+06,9.996751547e-01,2.140519582e-02
2.458431358607e+06,1.010904193e+00,2.143527940e-02
2.458431359996e+06,9.969086051e-01,2.141197585e-02
2.458431361385e+06,9.625090957e-01,2.136922628e-02
2.458431362773e+06,1.009298563e+00,2.145539597e-02
2.458431364162e+06,9.653044939e-01,2.138235420e-02
2.458431365551e+06,9.919541478e-01,2.140935324e-02
2.458431366940e+06,1.019132018e+00,2.144957706e-02
2.458431368329e+06,1.002187729e+00,2.142231911e-02
2.458431369718e+06,9.893319011e-01,2.141938917e-02
2.458431371107e+06,9.805380702e-01,2.137697674e-02
2.458431372496e+06,9.549813867e-01,2.139900625e-02
2.458431373885e+06,9.946008921e-01,2.140855975e-02
2.458431375274e+06,9.776495099e-01,2.139824256e-02
2.458431376662e+06,1.007496834e+00,2.144316584e-02
2.458431378051e+06,1.005293250e+00,2.142404206e-02
2.458431379440e+06,1.002100348e+00,2.139377780e-02
2.458431380829e+06,9.801126719e-01,2.143561281e-02
2.458431382218e+06,1.000639081e+00,2.142298780e-02
2.458431383607e+06,1.014581442e+00,2.147697285e-02
2.458431384996e+06,9.909915328e-01,2.138198540e-02
2.458431386385e+06,9.886509776e-01,2.142523974e-02
2.458431387774e+06,1.000142694e+00,2.142781019e-02
2.458431389162e+06,9.895617366e-01,2.143533900e-02
2.458431390551e+06,9.814088345e-01,2.140548080e-02
2.458431391940e+06,9.944267273e-01,2.142539062e-02
2.458431393329e+06,9.779962897e-01,2.140877210e-02
2.458431394718e+06,1.039476871e+00,2.147212066e-02
2.458431396107e+06,9.890143275e-01,2.142215334e-02
2.458431397496e+06,9.474803209e-01,2.134716883e-02
2.458431398885e+06,9.749506116e-01,2.140339464e-02
2.458431400274e+06,9.479722977e-01,2.137871459e-02
2.458431401663e+06,9.805782437e-01,2.138859406e-02
2.458431403051e+06,9.694306850e-01,2.138318121e-02
2.458431404440e+06,9.771339297e-01,2.136560343e-02
2.458431405829e+06,9.885639548e-01,2.139616571e-02
2.458431407218e+06,9.944670200e-01,2.142160013e-02
2.458431408607e+06,9.658592343e-01,2.138734981e-02
2.458431409996e+06,9.977304935e-01,2.143230848e-02
2.458431411385e+06,1.005448818e+00,2.141616680e-02
2.458431412774e+06,1.010508895e+00,2.143817954e-02
2.458431414163e+06,9.745947123e-01,2.136523277e-02
2.458431415552e+06,9.898521900e-01,2.141218074e-02
2.458431416940e+06,9.913390875e-01,2.140248381e-02
2.458431418329e+06,1.025969386e+00,2.148625255e-02
2.458431419718e+06,9.925966263e-01,2.141068690e-02
2.458431421107e+06,1.001718044e+00,2.142991498e-02
2.458431422496e+06,9.970200062e-01,2.141791210e-02
2.458431423885e+06,9.592845440e-01,2.136535943e-02
2.458431425274e+06,9.606437683e-01,2.134852111e-02
2.458431426663e+06,1.005530596e+00,2.146686614e-02
2.458431428052e+06,9.882008433e-01,2.141705900e-02
2.458431429440e+06,1.005045533e+00,2.143244445e-02
2.458431430829e+06,9.662762284e-01,2.137830481e-02
2.458431432218e+06,9.578406811e-01,2.135238610e-02
2.458431433607e+06,9.796513319e-01,2.138311975e-02
2.458431434996e+06,9.691284895e-01,2.139879391e-02
2.458431436385e+06,9.616804123e-01,2.134458721e-02
2.458431437774e+06,9.879571795e-01,2.138441056e-02
2.458431439163e+06,1.024718642e+00,2.147098258e-02
2.458431440552e+06,1.030912876e+00,2.146129683e-02
2.458431441941e+06,1.015020609e+00,2.145597897e-02
2.458431443329e+06,9.789729714e-01,2.140711993e-02
2.458431444718e+06,9.739443064e-01,2.139454894e-02
2.458431446107e+06,9.900115132e-01,2.142116055e-02
2.458431447496e+06,9.783757925e-01,2.143565938e-02
2.458431448885e+06,9.854891896e-01,2.140915021e-02
2.458431450274e+06,1.003595233e+00,2.140934579e-02
2.458431451663e+06,1.006896734e+00,2.145513706e-02
2.458431453052e+06,1.040120959e+00,2.146337554e-02
2.458431454441e+06,1.006936908e+00,2.141456120e-02
2.458431455829e+06,9.926728606e-01,2.141811326e-02
2.458431457218e+06,9.603660703e-01,2.135097235e-02
2.458431458607e+06,9.638488889e-01,2.138035372e-02
2.458431459996e+06,1.022861600e+00,2.142819017e-02
2.458431461385e+06,1.006078243e+00,2.141875029e-02
2.458431462774e+06,9.898157716e-01,2.141385525e-02
2.458431464163e+06,9.753781557e-01,2.140099555e-02
2.458431465552e+06,9.655109048e-01,2.140497230e-02
2.458431466941e+06,9.786257744e-01,2.137704380e-02
2.458431468330e+06,1.007890344e+00,2.143502422e-02
2.458431469718e+06,1.010736823e+00,2.146025375e-02
2.458431471107e+06,1.030149221e+00,2.145868354e-02
2.458431472496e+06,1.008898854e+00,2.141867019e-02
2.458431473885e+06,1.032762885e+00,2.146270871e-02
2.458431475274e+06,9.762607217e-01,2.141449973e-02
2.458431476663e+06,9.719153047e-01,2.139573731e-02
2.458431478052e+06,9.768919349e-01,2.139263786e-02
2.458431479441e+06,9.750392437e-01,2.140000649e-02
2.458431480830e+06,9.734390974e-01,2.134490386e-02
2.458431482218e+06,9.894277453e-01,2.143162303e-02
2.458431483607e+06,1.004414916e+00,2.141263150e-02
2.458431484996e+06,1.017753482e+00,2.146113664e-02
2.458431486385e+06,1.016215801e+00,2.142536268e-02
2.458431487774e+06,9.553511739e-01,2.136645280e-02
2.458431489163e+06,9.748147130e-01,2.137570642e-02
2.458431490552e+06,9.916179776e-01,2.141641453e-02
2.458431491941e+06,1.001091838e+00,2.141921036e-02
2.458431493330e+06,9.951062202e-01,2.139840834e-02
2.458431494719e+06,1.005038619e+00,2.143022977e-02
2.458431496107e+06,9.978979826e-01,2.141006105e-02
2.458431497496e+06,9.753906727e-01,2.138403803e-02
2.458431498885e+06,9.762966633e-01,2.139386162e-02
2.458431500274e+06,9.880877733e-01,2.142425440e-02
2.458431501663e+06,1.005893350e+00,2.141537331e-02
2.458431503052e+06,9.894869328e-01,2.139819227e-02
2.458431504441e+06,9.996281266e-01,2.144114859e-02
2.458431505830e+06,1.015008569e+00,2.142796107e-02
2.458431507219e+06,1.010883808e+00,2.142930776e-02
2.458431508608e+06,9.752510786e-01,2.139189839e-02
2.458431509996e+06,1.037724614e+00,2.147939987e-02
2.458431511385e+06,9.980585575e-01,2.144274861e-02
2.458431512774e+06,9.948819876e-01,2.139429189e-02
2.458431514163e+06,9.934864640e-01,2.142783068e-02
2.458431515552e+06,9.944320917e-01,2.142197266e-02
2.458431516941e+06,9.992352724e-01,2.142678946e-02
2.458431518330e+06,1.000438452e+00,2.143081278e-02
2.458431519719e+06,1.006514907e+00,2.145640552e-02
2.458431521108e+06,9.742582440e-01,2.140364610e-02
2.458431522496e+06,9.838134050e-01,2.139234543e-02
2.458431523885e+06,9.854289293e-01,2.141440101e-02
2.458431525274e+06,1.005337834e+00,2.141714096e-02
2.458431526663e+06,9.971315265e-01,2.144862525e-02
2.458431528052e+06,9.443818331e-01,2.136456221e-02
2.458431529441e+06,9.940139651e-01,2.142971754e-02
2.458431530830e+06,9.731044769e-01,2.136307582e-02
2.458431532219e+06,9.723603129e-01,2.140389569e-02
2.458431533608e+06,1.001712918e+00,2.140660211e-02
2.458431534997e+06,9.816222191e-01,2.142589353e-02
2.458431536385e+06,9.777621627e-01,2.137828805e-02
2.458431537774e+06,1.002817631e+00,2.144226804e-02
2.458431539163e+06,1.006502151e+00,2.143130265e-02
2.458431540552e+06,9.941843152e-01,2.141522430e-02
2.458431541941e+06,1.006842375e+00,2.142650634e-02
2.458431543330e+06,1.003699899e+00,2.143477462e-02
2.458431544719e+06,9.829036593e-01,2.138076164e-02
2.458431546108e+06,9.866625071e-01,2.138029784e-02
2.458431547497e+06,9.732884169e-01,2.139586583e-02
2.458431548885e+06,9.837977886e-01,2.140501514e-02
2.458431550274e+06,9.870175719e-01,2.140010148e-02
2.458431551663e+06,1.008802533e+00,2.141311765e-02
2.458431553052e+06,9.691989422e-01,2.136573195e-02
2.458431554441e+06,9.781071544e-01,2.140568942e-02
2.458431555830e+06,9.878785610e-01,2.143299580e-02
2.458431557219e+06,9.705308676e-01,2.135780454e-02
2.458431558608e+06,9.536117911e-01,2.136265114e-02
2.458431559997e+06,1.013124108e+00,2.144859172e-02
2.458431561386e+06,9.806603789e-01,2.139571123e-02
2.458431562774e+06,1.022538543e+00,2.144609578e-02
2.458431564163e+06,9.531923532e-01,2.136250958e-02
2.458431565552e+06,9.804506302e-01,2.140073292e-02
2.458431566941e+06,9.867571592e-01,2.143961005e-02
2.458431568330e+06,9.912176728e-01,2.139679715e-02
2.458431569719e+06,9.831321836e-01,2.143373154e-02
2.458431571108e+06,9.671344757e-01,2.138171159e-02
2.458431572497e+06,1.002438545e+00,2.143054083e-02
2.458431573886e+06,1.005644321e+00,2.141915262e-02
2.458431575274e+06,1.035322547e+00,2.147455513e-02
2.458431576663e+06,1.014921546e+00,2.144205198e-02
2.458431578052e+06,9.639518261e-01,2.136668190e-02
2.458431579441e+06,1.015406609e+00,2.143147029e-02
2.458431580830e+06,9.826648235e-01,2.140709944e-02
2.458431582219e+06,9.795187712e-01,2.141199633e-02
2.458431583608e+06,9.961929321e-01,2.142694034e-02
2.458431584997e+06,9.940691590e-01,2.142480202e-02
2.458431586386e+06,1.002295375e+00,2.141709439e-02
2.458431587775e+06,1.005435944e+00,2.140303515e-02
2.458431589163e+06,1.027832985e+00,2.143831737e-02
2.458431590552e+06,9.985070825e-01,2.142513543e-02
2.458431591941e+06,9.746762514e-01,2.139510401e-02
2.458431593330e+06,9.914081693e-01,2.143678814e-02
2.458431594719e+06,9.879777431e-01,2.141265571e-02
2.458431596108e+06,1.003895760e+00,2.144090086e-02
2.458431597497e+06,9.813814163e-01,2.142085321e-02
2.458431598886e+06,9.930000901e-01,2.139630727e-02
2.458431600275e+06,1.011886001e+00,2.144931257e-02
2.458431601664e+06,9.688941836e-01,2.136581950e-02
2.458431603052e+06,9.733784795e-01,2.140263468e-02
2.458431604441e+06,1.000444412e+00,2.140938304e-02
2.458431605830e+06,9.843897820e-01,2.138729766e-02
2.458431607219e+06,9.833412170e-01,2.135554142e-02
2.458431608608e+06,9.415018559e-01,2.135567367e-02
2.458431609997e+06,1.012643576e+00,2.142703906e-02
2.458431611386e+06,1.012634158e+00,2.142202295e-02
2.458431612775e+06,9.849334955e-01,2.139154263e-02
2.458431614164e+06,1.008817315e+00,2.147685923e-02
2.458431615552e+06,1.006617069e+00,2.140172943e-02
2.458431616941e+06,9.939396381e-01,2.141705528e-02
2.458431618330e+06,1.032201052e+00,2.144136839e-02
2.458431619719e+06,9.928252101e-01,2.141563594e-02
2.458431621108e+06,1.002852082e+00,2.142596990e-02
2.458431622497e+06,9.846702218e-01,2.140809409e-02
2.458431623886e+06,9.878699183e-01,2.139891684e-02
2.458431625275e+06,9.885803461e-01,2.138390951e-02
2.458431626664e+06,9.920062423e-01,2.139365859e-02
2.458431628053e+06,1.026279092e+00,2.145634405e-02
2.458431629441e+06,9.805002213e-01,2.140097134e-02
2.458431630830e+06,9.827676415e-01,2.139445022e-02
2.458431632219e+06,9.604864120e-01,2.136882581e-02
2.458431633608e+06,9.871162176e-01,2.141568810e-02
2.458431634997e+06,1.014351249e+00,2.142304741e-02
2.458431636386e+06,9.996263981e-01,2.143113688e-02
2.458431637775e+06,9.943354726e-01,2.141014300e-02
2.458431639164e+06,9.885789156e-01,2.143885940e-02
2.458431640553e+06,9.825699925e-01,2.141406946e-02
2.458431641941e+06,1.002816796e+00,2.138590440e-02
2.458431643330e+06,9.892367125e-01,2.140935324e-02
2.458431644719e+06,1.031954050e+00,2.145143785e-02
2.458431646108e+06,1.009378672e+00,2.143552154e-02
2.458431647497e+06,1.016708136e+00,2.144770138e-02
2.458431648886e+06,9.627252221e-01,2.136092260e-02
2.458431650275e+06,1.001077414e+00,2.143262327e-02
2.458431651664e+06,9.993554354e-01,2.144063637e-02
2.458431653053e+06,1.021851063e+00,2.145704627e-02
2.458431654442e+06,9.970927835e-01,2.138904110e-02
2.458431655830e+06,1.011980176e+00,2.144055068e-02
2.458431657219e+06,1.020269394e+00,2.145530283e-02
2.458431658608e+06,1.028221846e+00,2.145371214e-02
2.458431659997e+06,9.726971984e-01,2.136222087e-02
2.458431661386e+06,1.026958585e+00,2.143412456e-02
2.458431662775e+06,1.023733735e+00,2.145694941e-02
2.458431664164e+06,9.907948375e-01,2.142854221e-02
2.458431665553e+06,9.813424945e-01,2.140078321e-02
2.458431666942e+06,1.006198525e+00,2.142725885e-02
2.458431668330e+06,1.009969115e+00,2.144302242e-02
2.458431669719e+06,9.981069565e-01,2.141077258e-02
2.458431671108e+06,1.039541960e+00,2.146743052e-02
2.458431672497e+06,9.885119200e-01,2.137673646e-02
2.458431673886e+06,9.950677156e-01,2.141671069e-02
2.458431675275e+06,1.001456499e+00,2.141441405e-02
2.458431676664e+06,9.871348739e-01,2.138762549e-02
2.458431678053e+06,9.648910165e-01,2.137308940e-02
2.458431679442e+06,1.014794230e+00,2.144579217e-02
2.458431680831e+06,9.918237329e-01,2.141852677e-02
2.458431682219e+06,1.014696121e+00,2.143941075e-02
2.458431683608e+06,9.885422587e-01,2.138892375e-02
2.458431684997e+06,1.037797689e+00,2.146627568e-02
2.458431686386e+06,9.832429290e-01,2.139425837e-02
2.458431687775e+06,1.014251709e+00,2.140699886e-02
2.458431689164e+06,9.562199116e-01,2.133930475e-02
2.458431690553e+06,9.540302753e-01,2.136513405e-02
2.458431691942e+06,9.946735501e-01,2.137219533e-02
2.458431693331e+06,9.560077190e-01,2.136685327e-02
2.458431694719e+06,1.007343888e+00,2.144423872e-02
2.458431696108e+06,9.943783879e-01,2.142211795e-02
2.458431697497e+06,9.952035546e-01,2.142595127e-02
2.458431698886e+06,9.945120215e-01,2.139052749e-02
2.458431700275e+06,9.981622100e-01,2.141995914e-02
2.458431701664e+06,9.804776311e-01,2.137795836e-02
2.458431703053e+06,9.995020032e-01,2.141626179e-02
2.458431704442e+06,9.908338189e-01,2.140580676e-02
2.458431705831e+06,9.885607958e-01,2.140336297e-02
2.458431707220e+06,1.002208710e+00,2.144543454e-02
2.458431708608e+06,9.884925485e-01,2.142693289e-02
2.458431709997e+06,9.724652171e-01,2.136765607e-02
2.458431711386e+06,9.868970513e-01,2.142937295e-02
2.458431712775e+06,1.006006122e+00,2.144788764e-02
2.458431714164e+06,9.972795844e-01,2.142683603e-02
2.458431715553e+06,9.871252775e-01,2.139228769e-02
2.458431716942e+06,1.015867114e+00,2.144332975e-02
2.458431718331e+06,1.040022135e+00,2.148741111e-02
2.458431719720e+06,9.762797952e-01,2.137269825e-02
2.458431721108e+06,9.815810919e-01,2.139458247e-02
2.458431722497e+06,9.824941158e-01,2.139353752e-02
2.458431723886e+06,1.004932046e+00,2.141834050e-02
2.458431725275e+06,9.781786203e-01,2.138521522e-02
2.458431726664e+06,9.712648392e-01,2.139019966e-02
2.458431728053e+06,1.014370203e+00,2.140990831e-02
2.458431729442e+06,9.840135574e-01,2.140841633e-02
2.458431730831e+06,1.003214359e+00,2.141867764e-02
2.458431732220e+06,1.031987309e+00,2.143105678e-02
2.458431733609e+06,9.970728755e-01,2.144040726e-02
2.458431734997e+06,9.783663154e-01,2.137191221e-02
2.458431736386e+06,9.646520615e-01,2.136514150e-02
2.458431737775e+06,9.924820065e-01,2.140419185e-02
2.458431739164e+06,1.043393373e+00,2.149862796e-02
2.458431740553e+06,9.780270457e-01,2.138202265e-02
2.458431741942e+06,9.807797670e-01,2.137285285e-02
2.458431743331e+06,1.001035810e+00,2.144353464e-02
2.458431744720e+06,9.895246625e-01,2.140416391e-02
2.458431746109e+06,9.688578248e-01,2.137422934e-02
2.458431747497e+06,1.034599900e+00,2.147088014e-02
2.458431748886e+06,9.897960424e-01,2.140468545e-02
2.458431750275e+06,1.010617495e+00,2.143773064e-02
2.458431751664e+06,1.004969597e+00,2.143606544e-02
2.458431753053e+06,9.701600075e-01,2.138200961e-02
2.458431754442e+06,9.940397143e-01,2.141050436e-02
2.458431755831e+06,9.965911508e-01,2.143447846e-02
2.458431757220e+06,9.820199609e-01,2.143256180e-02
2.458431758609e+06,1.005488038e+00,2.142851427e-02
2.458431759998e+06,9.821572900e-01,2.138282172e-02
2.458431761386e+06,1.013408780e+00,2.141878940e-02
2.458431762775e+06,1.012793422e+00,2.143953182e-02
2.458431764164e+06,9.924150705e-01,2.141440101e-02
2.458431765553e+06,1.036113858e+00,2.149826474e-02
2.458431766942e+06,9.760544896e-01,2.137522399e-02
2.458431768331e+06,9.805071354e-01,2.140477486e-02
2.458431769720e+06,9.955045581e-01,2.142758481e-02
2.458431771109e+06,9.919505715e-01,2.140301466e-02
2.458431772498e+06,9.705193639e-01,2.139100619e-02
2.458431773887e+06,9.816916585e-01,2.140204981e-02
2.458431775275e+06,9.797462225e-01,2.137777582e-02
2.458431776664e+06,9.691790342e-01,2.141295932e-02
2.458431778053e+06,9.881640077e-01,2.142396383e-02
2.458431779442e+06,1.013937593e+00,2.141681127e-02
2.458431780831e+06,9.965135455e-01,2.141371369e-02
2.458431782220e+06,9.877085686e-01,2.141022682e-02
2.458431783609e+06,9.948956370e-01,2.140126564e-02
2.458431784998e+06,9.935126901e-01,2.143418975e-02
2.458431786387e+06,9.732773304e-01,2.137042582e-02
2.458431787775e+06,9.881366491e-01,2.141466364e-02
2.458431789164e+06,1.013783097e+00,2.143520117e-02
2.458431790553e+06,1.013689756e+00,2.143348195e-02
2.458431791942e+06,9.819223285e-01,2.141414955e-02
2.458431793331e+06,9.767003059e-01,2.140904218e-02
2.458431794720e+06,9.950833917e-01,2.142298408e-02
2.458431796109e+06,1.018097997e+00,2.144297026e-02
2.458431797498e+06,9.799864292e-01,2.138813771e-02
2.458431798887e+06,9.779381156e-01,2.141448855e-02
2.458431800276e+06,9.967203736e-01,2.142215706e-02
2.458431801664e+06,9.813383222e-01,2.141236514e-02
2.458431803053e+06,9.707110524e-01,2.138858289e-02
2.458431804442e+06,1.004807234e+00,2.143894136e-02
2.458431805831e+06,9.956096411e-01,2.141889371e-02
2.458431807220e+06,9.544483423e-01,2.135361359e-02
2.458431808609e+06,9.953249097e-01,2.143953554e-02
2.458431809998e+06,9.935743213e-01,2.143791318e-02
2.458431811387e+06,1.009293675e+00,2.144240960e-02
2.458431812776e+06,1.009757161e+00,2.143560164e-02
2.458431814164e+06,9.898529053e-01,2.138319425e-02
2.458431815553e+06,9.985964894e-01,2.141989022e-02
2.458431816942e+06,9.673048854e-01,2.137027308e-02
2.458431818331e+06,1.003525734e+00,2.140802145e-02
2.458431819720e+06,9.746367931e-01,2.139529772e-02
2.458431821109e+06,9.901478887e-01,2.139646374e-02
2.458431822498e+06,1.032022595e+00,2.144590206e-02
2.458431823887e+06,9.833937883e-01,2.138947695e-02
2.458431825276e+06,1.013114691e+00,2.143017948e-02
2.458431826665e+06,9.846072197e-01,2.141572535e-02
2.458431828053e+06,9.938930869e-01,2.142143250e-02
2.458431829442e+06,9.931081533e-01,2.145252749e-02
2.458431830831e+06,1.025617719e+00,2.144217305e-02
2.458431832220e+06,9.881612659e-01,2.140023373e-02
2.458431833609e+06,1.006504416e+00,2.143978141e-02
2.458431834998e+06,9.823018909e-01,2.138300054e-02
2.458431836387e+06,9.755801558e-01,2.138222568e-02
2.458431837776e+06,9.845112562e-01,2.139099315e-02
2.458431839165e+06,1.000986457e+00,2.139568888e-02
2.458431840553e+06,1.009395123e+00,2.142857574e-02
2.458431841942e+06,9.586780667e-01,2.136521786e-02
2.458431843331e+06,9.683106542e-01,2.140286751e-02
2.458431844720e+06,9.972019196e-01,2.145714685e-02
2.458431846109e+06,1.021811962e+00,2.147606201e-02
2.458431847498e+06,9.968360066e-01,2.143744752e-02
2.458431848887e+06,1.001607060e+00,2.141194046e-02
2.458431850276e+06,9.698573947e-01,2.138642594e-02
2.458431851665e+06,9.701992273e-01,2.138247713e-02
2.458431853054e+06,1.005120516e+00,2.141599543e-02
2.458431854442e+06,9.895946383e-01,2.141225152e-02
2.458431855831e+06,9.928020835e-01,2.141892910e-02
2.458431857220e+06,9.982978702e-01,2.141807042e-02
2.458431858609e+06,1.007710814e+00,2.146101370e-02
2.458431859998e+06,1.047000408e+00,2.146914415e-02
2.458431861387e+06,1.012474179e+00,2.142222971e-02
2.458431862776e+06,1.002191305e+00,2.141483687e-02
2.458431864165e+06,9.978263378e-01,2.140139602e-02
2.458431865554e+06,1.016206026e+00,2.146206796e-02
2.458431866942e+06,1.010931373e+00,2.142612636e-02
2.458431868331e+06,1.004776835e+00,2.141363733e-02
2.458431869720e+06,1.011392713e+00,2.142581344e-02
2.458431871109e+06,9.648544788e-01,2.135899104e-02
2.458431872498e+06,1.009481668e+00,2.142304741e-02
2.458431873887e+06,1.050454736e+00,2.149201743e-02
2.458431875276e+06,9.892449975e-01,2.145303786e-02
2.458431876665e+06,1.056079030e+00,2.149296366e-02
2.458431878054e+06,1.011123419e+00,2.145269513e-02
2.458431879443e+06,9.755315185e-01,2.140899748e-02
2.458431880831e+06,9.977701902e-01,2.143603005e-02
2.458431882220e+06,1.025661945e+00,2.142811753e-02
2.458431883609e+06,1.001658559e+00,2.144023776e-02
2.458431884998e+06,9.975734949e-01,2.141174488e-02
2.458431886387e+06,1.003902674e+00,2.146019973e-02
2.458431887776e+06,9.817175865e-01,2.138453163e-02
2.458431889165e+06,9.976495504e-01,2.140237018e-02
2.458431890554e+06,9.819587469e-01,2.141790837e-02
2.458431891943e+06,1.000989795e+00,2.144334652e-02
2.458431893331e+06,1.021539330e+00,2.145805955e-02
2.458431894720e+06,9.695221186e-01,2.138992213e-02
2.458431896109e+06,1.018548846e+00,2.145859785e-02
2.458431897498e+06,1.017554164e+00,2.144709043e-02
2.458431898887e+06,9.798598886e-01,2.138391323e-02
2.458431900276e+06,1.002536058e+00,2.141887322e-02
2.458431901665e+06,9.950065613e-01,2.142401040e-02
