# time,flux_clean,flux_err
2.458414729218999855e+06,1.004434082615130563e+00,2.146724984000000086e-02
2.458414730607999954e+06,1.031322804750238742e+00,2.150916121999999972e-02
2.458414731997000054e+06,9.923013074124068522e-01,2.143920027000000006e-02
2.458414733384999912e+06,1.017824252836827092e+00,2.149182372000000077e-02
2.458414734774000011e+06,9.820887348217995916e-01,2.143188193000000047e-02
2.458414736163000111e+06,9.977334045079512270e-01,2.145258709999999999e-02
2.458414737552000210e+06,9.989747644505601043e-01,2.144882827999999853e-02
2.458414738940999843e+06,1.009815367885726234e+00,2.146100438999999985e-02
2.458414740329999942e+06,1.029109652044360779e+00,2.151267231000000141e-02
2.458414741719000041e+06,9.637934812776970395e-01,2.143946663000000086e-02
2.458414743108000141e+06,1.007040463496904126e+00,2.148957922999999992e-02
2.458414744496999774e+06,9.952774651721658650e-01,2.145332843000000156e-02
2.458414745885999873e+06,9.732568240555105055e-01,2.142419107000000100e-02
2.458414747274999972e+06,9.909014628999384122e-01,2.143746800999999855e-02
2.458414748664000072e+06,9.832514716236711028e-01,2.144833281999999897e-02
2.458414750051999930e+06,9.945295874158937011e-01,2.147897147000000020e-02
2.458414751441000029e+06,9.692139551516327778e-01,2.143033407999999848e-02
2.458414752830000129e+06,1.006042838561315600e+00,2.148280106000000078e-02
2.458414754219000228e+06,9.852401121214826585e-01,2.145492472000000081e-02
2.458414755607999861e+06,9.897555993141301522e-01,2.145846746999999916e-02
2.458414756996999960e+06,1.005503265328541840e+00,2.143909596000000140e-02
2.458414758386000060e+06,1.012323849908435713e+00,2.149324864000000043e-02
2.458414759775000159e+06,9.830181192725433448e-01,2.146274223999999897e-02
2.458414761163999792e+06,1.010628882064999345e+00,2.147047034999999965e-02
2.458414762552999891e+06,9.874519248961862727e-01,2.145470306000000008e-02
2.458414763941999990e+06,9.831962437737677973e-01,2.149971947000000119e-02
2.458414765331000090e+06,9.806432553987650680e-01,2.143240719999999974e-02
2.458414766718999948e+06,9.727811307719108624e-01,2.143975719999999946e-02
2.458414768108000048e+06,9.979174728598225741e-01,2.147874609000000046e-02
2.458414769497000147e+06,9.489574067403938606e-01,2.138157188999999930e-02
2.458414770885999780e+06,1.002814634024298046e+00,2.145918830999999846e-02
2.458414772274999879e+06,9.969709745396907463e-01,2.147481591000000023e-02
2.458414773663999978e+06,9.832734080983974723e-01,2.142939530000000092e-02
2.458414775053000078e+06,1.025617439053469804e+00,2.147961779999999973e-02
2.458414776442000177e+06,1.011786779380374535e+00,2.148770540999999853e-02
2.458414777830999810e+06,1.016955681082957863e+00,2.149829455000000153e-02
2.458414779219999909e+06,1.030751797269226611e+00,2.149762586000000114e-02
2.458414780609000009e+06,1.001914727127979132e+00,2.146588451999999897e-02
2.458414781998000108e+06,1.000998590018224998e+00,2.148478292000000067e-02
2.458414783387000207e+06,9.625969652848719305e-01,2.143224888000000092e-02
2.458414784775000066e+06,9.848707471838478167e-01,2.141591161000000118e-02
2.458414786164000165e+06,1.013767237104044705e+00,2.149659954000000123e-02
2.458414787552999798e+06,1.002830097887169369e+00,2.147849276999999960e-02
2.458414788941999897e+06,9.693673959445675559e-01,2.142400666999999884e-02
2.458414790330999997e+06,9.875998695254211146e-01,2.145636454000000165e-02
2.458414791720000096e+06,1.007258760735304515e+00,2.149099112000000047e-02
2.458414793109000195e+06,1.009406709003753289e+00,2.147964201999999836e-02
2.458414794497999828e+06,9.969578037984403451e-01,2.151299082000000112e-02
2.458414795886999927e+06,9.943705694529519912e-01,2.146757394000000166e-02
2.458414797276000027e+06,1.027688977112074520e+00,2.148109487999999914e-02
2.458414798665000126e+06,1.032640866767042587e+00,2.149708197000000168e-02
2.458414800054000225e+06,9.886543566578779307e-01,2.145732939000000172e-02
2.458414801442000084e+06,1.029132734609470301e+00,2.149194852000000169e-02
2.458414802831000183e+06,9.971073911150895031e-01,2.145310678000000165e-02
2.458414804219999816e+06,9.809652723927202445e-01,2.143692598000000032e-02
2.458414805608999915e+06,1.006486827812800078e+00,2.148545719999999867e-02
2.458414806998000015e+06,9.848236903538614140e-01,2.145604417000000069e-02
2.458414808387000114e+06,1.005644776773628513e+00,2.147326059999999856e-02
2.458414809776000213e+06,9.725049335051458854e-01,2.142295427999999988e-02
2.458414811164999846e+06,1.029402632516037919e+00,2.147382684000000153e-02
2.458414812553999946e+06,1.024724072567490651e+00,2.150636724999999833e-02
2.458414813943000045e+06,9.802548722311018592e-01,2.142758854000000046e-02
2.458414815332000144e+06,1.010046268121144841e+00,2.149110846000000172e-02
2.458414816720999777e+06,9.915153740357585122e-01,2.146971971000000146e-02
2.458414818109000102e+06,9.935546659548207815e-01,2.145328745000000051e-02
2.458414819498000201e+06,1.029930553848058761e+00,2.152713016000000132e-02
2.458414820886999834e+06,1.005702470303273310e+00,2.146317810000000076e-02
2.458414822275999933e+06,9.912258205106819764e-01,2.142654918000000061e-02
2.458414823665000033e+06,9.935540720650807289e-01,2.147857285999999963e-02
2.458414825054000132e+06,1.009356087527253143e+00,2.147016115000000003e-02
2.458414826443000231e+06,1.002051430915658514e+00,2.148675918999999948e-02
2.458414827831999864e+06,1.023129322809393171e+00,2.149212359999999947e-02
2.458414829220999964e+06,9.874807434690903163e-01,2.145954221000000162e-02
2.458414830610000063e+06,1.002651064525800884e+00,2.147040701999999857e-02
2.458414831999000162e+06,1.005643406461466771e+00,2.147094533000000124e-02
2.458414833387999795e+06,9.962260631925755616e-01,2.143748662999999874e-02
2.458414834776999895e+06,9.774148136578937329e-01,2.142938784999999860e-02
2.458414836165000219e+06,9.779879828669441055e-01,2.142690681000000014e-02
2.458414837553999852e+06,1.013426928820744033e+00,2.149007656000000155e-02
2.458414838942999952e+06,9.747898022102404747e-01,2.143649384000000102e-02
2.458414840332000051e+06,9.906086996923848531e-01,2.147087640999999908e-02
2.458414841721000150e+06,1.008647685869448196e+00,2.148515917000000039e-02
2.458414843109999783e+06,9.676549425739253696e-01,2.145360782999999882e-02
2.458414844498999882e+06,9.871130132548220359e-01,2.142919600000000105e-02
2.458414845887999982e+06,9.827793726980998956e-01,2.142549491999999958e-02
2.458414847277000081e+06,1.014865837011249994e+00,2.151972614000000061e-02
2.458414848666000180e+06,1.028731067779628416e+00,2.153598517000000073e-02
2.458414850054999813e+06,1.004186795648100983e+00,2.149407752000000171e-02
2.458414851443999913e+06,1.010743992943150982e+00,2.148530818999999994e-02
2.458414852831999771e+06,1.002380857365398281e+00,2.146006375999999841e-02
2.458414854220999870e+06,9.930676065734921343e-01,2.144351042999999984e-02
2.458414855609999970e+06,1.005208598657195473e+00,2.149613201999999931e-02
2.458414856999000069e+06,9.786974101568778339e-01,2.140513808000000032e-02
2.458414858388000168e+06,9.935800332803870205e-01,2.145393379000000086e-02
2.458414859776999801e+06,1.023783998873975420e+00,2.149001509000000171e-02
2.458414861165999901e+06,1.008523859832487046e+00,2.145477384000000001e-02
2.458414862555000000e+06,1.017565426959718522e+00,2.149037830999999885e-02
2.458414863944000099e+06,9.709026594452513370e-01,2.144004031999999921e-02
2.458414865333000198e+06,1.016893833856824969e+00,2.148488349999999950e-02
2.458414866721999831e+06,1.022193392208052609e+00,2.152070403000000062e-02
2.458414868110999931e+06,9.929093045998219624e-01,2.146987243999999920e-02
2.458414869498999789e+06,1.016079095731157400e+00,2.152064814999999839e-02
2.458414870887999889e+06,9.923642771914461536e-01,2.146041951999999933e-02
2.458414872276999988e+06,1.030510222653661989e+00,2.149845473000000159e-02
2.458414873666000087e+06,1.028587426671259131e+00,2.150221542000000166e-02
2.458414875055000186e+06,1.023353390603144675e+00,2.150429598999999831e-02
2.458414876443999819e+06,1.000857377171332052e+00,2.142469212000000164e-02
2.458414877832999919e+06,9.832504869916635082e-01,2.144440077000000014e-02
2.458414879222000018e+06,9.749894668832782552e-01,2.144549786999999999e-02
2.458414880611000117e+06,9.917476818067287869e-01,2.145678176999999895e-02
2.458414882000000216e+06,9.981324073974414679e-01,2.143683097999999829e-02
2.458414883388999850e+06,9.931108055557427150e-01,2.144874260000000088e-02
2.458414884777999949e+06,1.003682557085209703e+00,2.147307991999999888e-02
2.458414886167000048e+06,9.794276068645964006e-01,2.146401255999999882e-02
2.458414887554999907e+06,9.687032995849050865e-01,2.143328451000000093e-02
2.458414888944000006e+06,1.011704469598454281e+00,2.146545239000000049e-02
2.458414890333000105e+06,9.996421419279397647e-01,2.150350436999999906e-02
2.458414891722000204e+06,1.040110825203603540e+00,2.153433859000000034e-02
2.458414893110999838e+06,1.000109830882990547e+00,2.147530392000000093e-02
2.458414894499999937e+06,1.005033451548913437e+00,2.144684269999999962e-02
2.458414895889000036e+06,9.954747919471350626e-01,2.145220525999999919e-02
2.458414897278000135e+06,1.021308710381372498e+00,2.145466953999999871e-02
2.458414898666999768e+06,1.007789185743569682e+00,2.148245460999999995e-02
2.458414900055999868e+06,9.953301033879593529e-01,2.146702631999999888e-02
2.458414901444999967e+06,1.005190903418037518e+00,2.147772536000000163e-02
2.458414902834000066e+06,9.958072790199939961e-01,2.147646992999999865e-02
2.458414904221999925e+06,1.027452827584565798e+00,2.149812505000000054e-02
2.458414905611000024e+06,9.999892004296375703e-01,2.146317995999999853e-02
2.458414907000000123e+06,1.033062592957853409e+00,2.149738371000000162e-02
2.458414908389000222e+06,9.656936528901686190e-01,2.144853957000000116e-02
2.458414909777999856e+06,1.017393881089742269e+00,2.151506580000000016e-02
2.458414911166999955e+06,9.782527938097236309e-01,2.148778922999999841e-02
2.458414912556000054e+06,1.010343315203233949e+00,2.146498486000000122e-02
2.458414913945000153e+06,1.007060761823387329e+00,2.145073004000000103e-02
2.458414915333999787e+06,9.739842346263430928e-01,2.143726312000000106e-02
2.458414916722999886e+06,1.003538339029455662e+00,2.148428931999999889e-02
2.458414918111999985e+06,9.753779927402775884e-01,2.145621552999999945e-02
2.458414919501000084e+06,1.009258554286581289e+00,2.150379121000000129e-02
2.458414920888999943e+06,9.749673657889135203e-01,2.142195403999999984e-02
2.458414922278000042e+06,9.994196713172485147e-01,2.148677594999999843e-02
2.458414923667000141e+06,9.909048628460169761e-01,2.148448116999999991e-02
2.458414925055999774e+06,1.010022237231061881e+00,2.149015665000000158e-02
2.458414926444999874e+06,1.020405752262333765e+00,2.149374223999999875e-02
2.458414927833999973e+06,9.949941994120461430e-01,2.147180215000000017e-02
2.458414929223000072e+06,9.378078422376473489e-01,2.138101495999999990e-02
2.458414930612000171e+06,9.946510021058299067e-01,2.144973724999999984e-02
2.458414932000999805e+06,9.854688837585848793e-01,2.143800444999999916e-02
2.458414933389999904e+06,1.000630967283864248e+00,2.151157521000000156e-02
2.458414934779000003e+06,1.013710855434209135e+00,2.150548248999999829e-02
2.458414936168000102e+06,1.004956702422251880e+00,2.146735414999999952e-02
2.458414937557000201e+06,1.014332282290568710e+00,2.149913273999999944e-02
2.458414938945000060e+06,1.008376021606759654e+00,2.151176705999999911e-02
2.458414940334000159e+06,1.016950029536387357e+00,2.146964334000000044e-02
2.458414943111999892e+06,9.791136478889068684e-01,2.145946770999999920e-02
2.458414944500999991e+06,9.860971418591469861e-01,2.145696990000000096e-02
2.458414945890000090e+06,9.761395935321424133e-01,2.143211476999999990e-02
2.458414947279000189e+06,1.003945949296336293e+00,2.151344343999999839e-02
2.458414948667999823e+06,1.012115959699867007e+00,2.145648748000000133e-02
2.458414950056999922e+06,9.981775106516475038e-01,2.144476584999999852e-02
2.458414951446000021e+06,1.018200907934910804e+00,2.149259485000000122e-02
2.458414952835000120e+06,9.877129393984164230e-01,2.145305089999999942e-02
2.458414954224000219e+06,1.025714218716653248e+00,2.149265817999999884e-02
2.458414955612000078e+06,9.769300088825385586e-01,2.142651564999999841e-02
2.458414957001000177e+06,9.591227070008573330e-01,2.140660210999999896e-02
2.458414958389999811e+06,1.006840332013624773e+00,2.147179282999999925e-02
2.458414959778999910e+06,1.014820035217199656e+00,2.148667350000000101e-02
2.458414961168000009e+06,9.910722734682096968e-01,2.143988200000000038e-02
2.458414962557000108e+06,1.014567577351375371e+00,2.148289232999999951e-02
2.458414963946000207e+06,9.868466209635088360e-01,2.144823968000000164e-02
2.458414965334999841e+06,9.958240283133353854e-01,2.146445959999999931e-02
2.458414966723999940e+06,1.010361030860086107e+00,2.148414589000000041e-02
2.458414968113000039e+06,1.020125555266016892e+00,2.149117365000000057e-02
2.458414969502000138e+06,9.986456118189254161e-01,2.147936820999999871e-02
2.458414970890999772e+06,1.004788241519269931e+00,2.146827243000000093e-02
2.458414972279000096e+06,1.007683735644532952e+00,2.146644890000000069e-02
2.458414973668000195e+06,9.982579517948938497e-01,2.146178297999999998e-02
2.458414975056999829e+06,1.002384028091505508e+00,2.146953530999999929e-02
2.458414976445999928e+06,9.871161238518411096e-01,2.142975106999999921e-02
2.458414977835000027e+06,9.828942879300711644e-01,2.145975082999999894e-02
2.458414979224000126e+06,1.011729379423456310e+00,2.150033787000000043e-02
2.458414980613000225e+06,9.766177234569033416e-01,2.142269722999999917e-02
2.458414982001999859e+06,9.724075758324342011e-01,2.143850363999999856e-02
2.458414983390999958e+06,1.015791921874673820e+00,2.146169916000000011e-02
2.458414984780000057e+06,1.022246091145413871e+00,2.148476428999999965e-02
2.458414986169000156e+06,1.011443848060520345e+00,2.149469777999999873e-02
2.458414987557999790e+06,1.020733211750764147e+00,2.151505649000000006e-02
2.458414988946999889e+06,1.005745172547434896e+00,2.148043177999999984e-02
2.458414990335000213e+06,1.011319057938148136e+00,2.147904411000000138e-02
2.458414991723999847e+06,1.020584295779864981e+00,2.150154858999999904e-02
2.458414993112999946e+06,9.975552671669868365e-01,2.146505937000000100e-02
2.458414994502000045e+06,9.885832946226972284e-01,2.142584138000000124e-02
2.458414995891000144e+06,9.728597002482092249e-01,2.143875695999999942e-02
2.458414997279999778e+06,9.814244182168908592e-01,2.143997325999999828e-02
2.458414998668999877e+06,1.024280494900491112e+00,2.148371561999999971e-02
2.458415000057999976e+06,9.936604024544875013e-01,2.146061323999999895e-02
2.458415001447000075e+06,9.861706570883895795e-01,2.142207882999999993e-02
2.458415002836000174e+06,1.000415672869733097e+00,2.147491275999999921e-02
2.458415004224999808e+06,1.024629078740987742e+00,2.148788050000000061e-02
2.458415005613999907e+06,1.015505038280176908e+00,2.150337398000000053e-02
2.458415007002000231e+06,9.636030304433078619e-01,2.142106368999999871e-02
2.458415008390999865e+06,9.873737356664417097e-01,2.147727086999999882e-02
2.458415009779999964e+06,9.861571804614411851e-01,2.146309799999999990e-02
2.458415011169000063e+06,1.012208544485375228e+00,2.145787701000000103e-02
2.458415012558000162e+06,9.968043022365912220e-01,2.145304716999999958e-02
2.458415013946999796e+06,1.001659856036251739e+00,2.147744969000000073e-02
2.458415015335999895e+06,9.555269902508518598e-01,2.141690812999999874e-02
2.458415016724999994e+06,1.005434678104188517e+00,2.144684269999999962e-02
2.458415018114000093e+06,9.738947007643909970e-01,2.143221161999999888e-02
2.458415019503000192e+06,1.019901870270697675e+00,2.147208898999999893e-02
2.458415020891999826e+06,1.014520659570226968e+00,2.147846109999999864e-02
2.458415022280999925e+06,9.737877926442283227e-01,2.149757743000000124e-02
2.458415023668999784e+06,9.917604979723847469e-01,2.145611866999999964e-02
2.458415025057999883e+06,9.951253585933688139e-01,2.145878784000000011e-02
2.458415026446999982e+06,1.017510320092912313e+00,2.149999328000000084e-02
2.458415027836000081e+06,9.904198990459718299e-01,2.148433588000000019e-02
2.458415029225000180e+06,9.960036646780461300e-01,2.147026173999999968e-02
2.458415030613999814e+06,9.751482934928080715e-01,2.142739109999999836e-02
2.458415032002999913e+06,1.019880560510088241e+00,2.149258739999999890e-02
2.458415033392000012e+06,9.919314881986037724e-01,2.150464989000000146e-02
2.458415034781000111e+06,9.987469926953996824e-01,2.148932777000000030e-02
2.458415036170000210e+06,1.009530893574095423e+00,2.151070534999999923e-02
2.458415037558999844e+06,1.005460744234105031e+00,2.149285189999999846e-02
2.458415038947999943e+06,1.005244532515660927e+00,2.148119173999999895e-02
2.458415040337000042e+06,1.003190754910038951e+00,2.146737090999999847e-02
2.458415041724999901e+06,1.018249879301461824e+00,2.148729563000000009e-02
2.458415043114000000e+06,9.544734247836206276e-01,2.140485494999999974e-02
2.458415044503000099e+06,9.798544595061240425e-01,2.143091150000000014e-02
2.458415045892000198e+06,1.010299817595674998e+00,2.147366851999999923e-02
2.458415047280999832e+06,1.022583719210971909e+00,2.150782383999999894e-02
2.458415048669999931e+06,1.007630555980711939e+00,2.146304025999999990e-02
2.458415050059000030e+06,9.522751454105251590e-01,2.142605744000000006e-02
2.458415051448000129e+06,1.042549172687423420e+00,2.152968570999999956e-02
2.458415052837000228e+06,1.005844273038426273e+00,2.147148550000000169e-02
2.458415054225999862e+06,1.008553709600974679e+00,2.148822509000000019e-02
2.458415055614999961e+06,1.019552065596214474e+00,2.149925381000000052e-02
2.458415057004000060e+06,9.947664586050825042e-01,2.144652605000000115e-02
2.458415058391999919e+06,9.791474416625819410e-01,2.143682352999999943e-02
2.458415059781000018e+06,1.015933129094838572e+00,2.148916199999999915e-02
2.458415061170000117e+06,1.025659462220425810e+00,2.148333005999999989e-02
2.458415062559000216e+06,1.024980661470325849e+00,2.152668685000000068e-02
2.458415063947999850e+06,1.009242460275823650e+00,2.148298360000000171e-02
2.458415065336999949e+06,1.009856566450632709e+00,2.151285484000000151e-02
2.458415066726000048e+06,9.780198365559884532e-01,2.140280232000000074e-02
2.458415068115000147e+06,1.010077604721123956e+00,2.149489895000000067e-02
2.458415069503999781e+06,9.905688452713236059e-01,2.145437151000000042e-02
2.458415070892999880e+06,1.011354479110867510e+00,2.151787466999999926e-02
2.458415072281999979e+06,1.009620794723242510e+00,2.150564267999999918e-02
2.458415073671000078e+06,9.869601225536469569e-01,2.146866918000000027e-02
2.458415075058999937e+06,9.981771582769553008e-01,2.146872132999999919e-02
2.458415076448000036e+06,1.026844779994507295e+00,2.151141687999999844e-02
2.458415077837000135e+06,1.000910415946990595e+00,2.147679031000000044e-02
2.458415079225999769e+06,9.930997126413266818e-01,2.147002891000000108e-02
2.458415080614999868e+06,1.047806203800967895e+00,2.151274867000000160e-02
2.458415082003999967e+06,9.797493301483523043e-01,2.145262620999999897e-02
2.458415083393000066e+06,1.024227187174377773e+00,2.150474675000000127e-02
2.458415084782000165e+06,9.940079374974883919e-01,2.143060789000000160e-02
2.458415086170999799e+06,9.981792706592572673e-01,2.147486805999999915e-02
2.458415087559999898e+06,9.963447015919033589e-01,2.147617191000000120e-02
2.458415088948999997e+06,9.977445899150414466e-01,2.148828842000000128e-02
2.458415090338000096e+06,1.038135885687124560e+00,2.148795872999999940e-02
2.458415091725999955e+06,9.780477583130000596e-01,2.145723625999999828e-02
2.458415093115000054e+06,1.042976311726814709e+00,2.155515179000000101e-02
2.458415094504000153e+06,1.007594400956771663e+00,2.144303545000000172e-02
2.458415095892999787e+06,1.018803165488653129e+00,2.149756253000000006e-02
2.458415097281999886e+06,9.685264636203436694e-01,2.145114726999999832e-02
2.458415098670999985e+06,1.040158991254314769e+00,2.150760964000000136e-02
2.458415100060000084e+06,9.886679389173365085e-01,2.144072204999999953e-02
2.458415101449000183e+06,9.915263309054135332e-01,2.144465967999999861e-02
2.458415102837999817e+06,1.023449454845580808e+00,2.151525951999999978e-02
2.458415104226999916e+06,9.804196027654545897e-01,2.145146392000000027e-02
2.458415105616000015e+06,1.026226998424890846e+00,2.148874662999999963e-02
2.458415107005000114e+06,1.009958058482235410e+00,2.147024683999999850e-02
2.458415108394000214e+06,1.013371379262157257e+00,2.148938737999999890e-02
2.458415109782000072e+06,9.944833091153441051e-01,2.147932723000000113e-02
2.458415111171000171e+06,1.014608724758049307e+00,2.145663276000000022e-02
2.458415112559999805e+06,1.005578551185909220e+00,2.147571184000000161e-02
2.458415113948999904e+06,9.979840133274252567e-01,2.145208418000000075e-02
2.458415115338000003e+06,9.778543063035967098e-01,2.146639674999999831e-02
2.458415116727000102e+06,9.706380600408588410e-01,2.142008207999999969e-02
2.458415118116000202e+06,9.679111894504421887e-01,2.141820267000000069e-02
2.458415119504999835e+06,9.792594626204070840e-01,2.141889371000000111e-02
2.458415120893999934e+06,9.804100978861310933e-01,2.145534009000000034e-02
2.458415122283000033e+06,1.027726320180294195e+00,2.151290885999999902e-02
2.458415123672000133e+06,9.986490200804865047e-01,2.149666659999999868e-02
2.458415125061000232e+06,1.034049236286633811e+00,2.150644921000000043e-02
2.458415126449000090e+06,9.884679139146969051e-01,2.146857418000000170e-02
2.458415127838000190e+06,1.026402268045489841e+00,2.151615545000000115e-02
2.458415129226999823e+06,9.821454020767899085e-01,2.144506201000000167e-02
2.458415130615999922e+06,9.854050996028757003e-01,2.147512882999999886e-02
2.458415132005000021e+06,9.976856885502047856e-01,2.145774476000000125e-02
2.458415133394000120e+06,1.026084232715092082e+00,2.148398198000000051e-02
2.458415134783000220e+06,1.020261809613917992e+00,2.148970588999999862e-02
2.458415136171999853e+06,9.872312489834002003e-01,2.146571502000000145e-02
2.458415137560999952e+06,1.027315772809177297e+00,2.151507139000000124e-02
2.458415138950000051e+06,1.001621697634981656e+00,2.148903161000000062e-02
2.458415140339000151e+06,9.678974335312566790e-01,2.142191678000000127e-02
2.458415141727999784e+06,1.027869594687425003e+00,2.148783020999999946e-02
2.458415143116000108e+06,1.006922772727363968e+00,2.146094851000000109e-02
2.458415144505000208e+06,1.001813490743858281e+00,2.149125747000000045e-02
2.458415145893999841e+06,9.852000269095166907e-01,2.143391781000000135e-02
2.458415147282999940e+06,9.982266024783252867e-01,2.149879932000000118e-02
2.458415148672000039e+06,1.009398986525013697e+00,2.150425501000000073e-02
2.458415150061000139e+06,9.761222535578452097e-01,2.144793235000000062e-02
2.458415151449999772e+06,9.730526689827599940e-01,2.144724502999999921e-02
2.458415152838999871e+06,1.004416771873421599e+00,2.147862315000000077e-02
2.458415154227999970e+06,1.000391450460642817e+00,2.150905131999999997e-02
2.458415155617000069e+06,1.022804275177307876e+00,2.147838473000000109e-02
2.458415157006000169e+06,9.812405819241278859e-01,2.143265679000000076e-02
2.458415158394999802e+06,1.013287507938879672e+00,2.146022581000000054e-02
2.458415159783000126e+06,1.040936899035574736e+00,2.150223403999999838e-02
2.458415161172000226e+06,9.775537508057318137e-01,2.141592278999999988e-02
2.458415162560999859e+06,9.901322723668584125e-01,2.147840521999999988e-02
2.458415163949999958e+06,1.000772944329736847e+00,2.146663329999999939e-02
2.458415165339000057e+06,1.030107745528491936e+00,2.151376009000000034e-02
2.458415166728000157e+06,9.819271154144787461e-01,2.145151979999999903e-02
2.458415168116999790e+06,9.790867400079245053e-01,2.146336622999999930e-02
2.458415169505999889e+06,1.015882967868267706e+00,2.147581801000000151e-02
2.458415170894999988e+06,1.011883837139909703e+00,2.148331515000000136e-02
2.458415172284000088e+06,9.662588795458433300e-01,2.141225152000000159e-02
2.458415173673000187e+06,1.000374308549818680e+00,2.146964520000000168e-02
2.458415175061999820e+06,1.026514987222326925e+00,2.149215340999999918e-02
2.458415176450999919e+06,9.913615467134583303e-01,2.146730758000000086e-02
2.458415177838999778e+06,1.024934597808055514e+00,2.149468101999999978e-02
2.458415179227999877e+06,1.007203122038424770e+00,2.146988547999999913e-02
2.458415180616999976e+06,9.734296815609800868e-01,2.144674583999999981e-02
2.458415182006000075e+06,1.012151077380144315e+00,2.149482257999999965e-02
2.458415183395000175e+06,9.934688370460373896e-01,2.146575041000000142e-02
2.458415184783999808e+06,9.755277327747011729e-01,2.141092903999999852e-02
2.458415186172999907e+06,1.015865912054107367e+00,2.145343274000000022e-02
2.458415187562000006e+06,1.017263734699678457e+00,2.148338779999999990e-02
2.458415188951000106e+06,9.932788476275882239e-01,2.145825699000000059e-02
2.458415190340000205e+06,9.967758583656755045e-01,2.150499261999999981e-02
2.458415191728999838e+06,9.969019740020345077e-01,2.147403359000000025e-02
2.458415193117999937e+06,9.639382206670693565e-01,2.140051499000000107e-02
2.458415194505999796e+06,9.860074287781734892e-01,2.143343351999999966e-02
2.458415195894999895e+06,1.000739785476089994e+00,2.143697999000000048e-02
2.458415197283999994e+06,9.979268513943911900e-01,2.144711092000000166e-02
2.458415198673000094e+06,9.772530201897604574e-01,2.144171297999999948e-02
2.458415200062000193e+06,9.764273122304957253e-01,2.145266905000000127e-02
2.458415201450999826e+06,1.013227980909350956e+00,2.150741219999999926e-02
2.458415202839999925e+06,1.024734523191153990e+00,2.149643748999999909e-02
2.458415204229000024e+06,1.004300296741523768e+00,2.149335854000000018e-02
2.458415205618000124e+06,9.742942384278827639e-01,2.146391570999999984e-02
2.458415207007000223e+06,9.943482355932951045e-01,2.145458571999999883e-02
2.458415208395999856e+06,1.013720324991284061e+00,2.147120423999999972e-02
2.458415209784999955e+06,9.941911729601863312e-01,2.151522412999999981e-02
2.458415211172999814e+06,9.937988556138442897e-01,2.146356552999999917e-02
2.458415212561999913e+06,9.863710709481623429e-01,2.144252509000000098e-02
2.458415213951000012e+06,1.000790383378212800e+00,2.149578556000000112e-02
2.458415215340000112e+06,9.840101438897780328e-01,2.144567481999999983e-02
2.458415216729000211e+06,9.696788568644296724e-01,2.140577882999999959e-02
2.458415218117999844e+06,9.939932557668539337e-01,2.143965847999999841e-02
2.458415219506999943e+06,1.012901297094547459e+00,2.149548009000000134e-02
2.458415220896000043e+06,9.908958352514081191e-01,2.145566046000000129e-02
2.458415222285000142e+06,1.037466634746296634e+00,2.151513658000000009e-02
2.458415223673999775e+06,9.900998790785835446e-01,2.142857201000000072e-02
2.458415225062999874e+06,9.952201471744440697e-01,2.146046609000000147e-02
2.458415226451999974e+06,9.921532937287562692e-01,2.146555483000000056e-02
2.458415227839999832e+06,9.643036929698782789e-01,2.143467775999999964e-02
2.458415229228999931e+06,9.766731044924402694e-01,2.144920640000000031e-02
2.458415230618000031e+06,9.991298732233129254e-01,2.146135084000000068e-02
2.458415232007000130e+06,9.849139660694926635e-01,2.145509236000000056e-02
2.458415233396000229e+06,1.012077767833428510e+00,2.149786428000000083e-02
2.458415234784999862e+06,1.013264420273679578e+00,2.149934507999999925e-02
2.458415236173999961e+06,1.040492750177692161e+00,2.151616103999999877e-02
2.458415237563000061e+06,1.019119980425938321e+00,2.146063558999999898e-02
2.458415238952000160e+06,9.955418669608462334e-01,2.150241099000000169e-02
2.458415240340999793e+06,1.049006986678491904e+00,2.152916230000000153e-02
2.458415241729999892e+06,9.798358666793903771e-01,2.144447899999999893e-02
2.458415243118999992e+06,1.028813405955696370e+00,2.147143148000000071e-02
2.458415244506999850e+06,1.054180870066858455e+00,2.151837944999999974e-02
2.458415245895999949e+06,9.958380093866008309e-01,2.145322599000000149e-02
2.458415247285000049e+06,9.872309707993003336e-01,2.143149449999999859e-02
2.458415248674000148e+06,9.949798329719578005e-01,2.145266159999999894e-02
2.458415250062999781e+06,9.623911386648328348e-01,2.138825692000000112e-02
2.458415251451999880e+06,1.008135800968441798e+00,2.145819552000000074e-02
2.458415252840999980e+06,9.982849723804687603e-01,2.147284709000000028e-02
2.458415254230000079e+06,9.848011906514240188e-01,2.145420015000000166e-02
2.458415255619000178e+06,1.011697314977967777e+00,2.148752472999999885e-02
2.458415257007999811e+06,1.024465953813188612e+00,2.150711230999999973e-02
2.458415258396999910e+06,1.056873171351111695e+00,2.151940948999999867e-02
2.458415259786000010e+06,9.863122654561924385e-01,2.142268418999999924e-02
2.458415261175000109e+06,9.939519720860782170e-01,2.144779450999999976e-02
2.458415262562999967e+06,9.978686739574178510e-01,2.142921276000000000e-02
2.458415263952000067e+06,9.880081374743582279e-01,2.145720645999999940e-02
2.458415265341000166e+06,1.002305123733962855e+00,2.146050706999999905e-02
2.458415266729999799e+06,9.720593591464586902e-01,2.141451649000000040e-02
2.458415268118999898e+06,1.012896505509583767e+00,2.148167230000000080e-02
