#name,gp_log_sigma_median,gp_log_sigma_ll,gp_log_sigma_ul,gp_log_rho_median,gp_log_rho_ll,gp_log_rho_ul,log_yerr_median,log_yerr_ll,log_yerr_ul
TESS_flux_gp_decor,-7.549512536421136,0.04185681774896288,0.04704844463781299,-0.23627798345297177,0.0722596744391529,0.06976110367025515,-6.000562315153353,0.001615193881809418,0.0017112378762709213
