# #BJD_TDB,flux,flux_err
2.458459636514066253e+06,1.002204656600952148e+00,3.062162548303604126e-03
2.458459637902943417e+06,1.002494931221008301e+00,3.058905247598886490e-03
2.458459639291820582e+06,9.946857690811157227e-01,3.057105699554085732e-03
2.458459640680697747e+06,1.000140428543090820e+00,3.057771828025579453e-03
2.458459642069574911e+06,9.991656541824340820e-01,3.061415394768118858e-03
2.458459643458452076e+06,9.988642334938049316e-01,3.058260539546608925e-03
2.458459644847329240e+06,9.991214275360107422e-01,3.059793496504426003e-03
2.458459646236205939e+06,1.001493811607360840e+00,3.060759510844945908e-03
2.458459647625083104e+06,9.983704090118408203e-01,3.055627923458814621e-03
2.458459649013960268e+06,9.977791309356689453e-01,3.061889205127954483e-03
2.458459650402837433e+06,1.000689148902893066e+00,3.060992341488599777e-03
2.458459651791714597e+06,9.970405101776123047e-01,3.057877533137798309e-03
2.458459653180591762e+06,1.001026272773742676e+00,3.064831485971808434e-03
2.458459654569468927e+06,9.987426400184631348e-01,3.057918045669794083e-03
2.458459655958346091e+06,9.978967308998107910e-01,3.063721582293510437e-03
2.458459657347222790e+06,9.981129169464111328e-01,3.058932488784193993e-03
2.458459658736099955e+06,1.000279188156127930e+00,3.061042865738272667e-03
2.458459660124977119e+06,9.993197321891784668e-01,3.055004402995109558e-03
2.458459661513854284e+06,1.000220537185668945e+00,3.057769266888499260e-03
2.458459662902731448e+06,1.001827478408813477e+00,3.063116921111941338e-03
2.458459664291608613e+06,1.002587437629699707e+00,3.061590949073433876e-03
2.458459665680485312e+06,1.000638365745544434e+00,3.058410948142409325e-03
2.458459667069362476e+06,9.982063174247741699e-01,3.057150170207023621e-03
2.458459668458239641e+06,9.992470741271972656e-01,3.060022369027137756e-03
2.458459669847116806e+06,9.955157041549682617e-01,3.054110333323478699e-03
2.458459671235993970e+06,1.005482196807861328e+00,3.066180041059851646e-03
2.458459672624870669e+06,9.991436600685119629e-01,3.060509450733661652e-03
2.458459674013747834e+06,1.001929640769958496e+00,3.060702467337250710e-03
2.458459675402624998e+06,9.982368350028991699e-01,3.056097775697708130e-03
2.458459676791502163e+06,9.979316592216491699e-01,3.058586269617080688e-03
2.458459678180379327e+06,1.001764059066772461e+00,3.058463335037231445e-03
2.458459679569256026e+06,9.942321181297302246e-01,3.060879651457071304e-03
2.458459680958133191e+06,9.958724379539489746e-01,3.054299857467412949e-03
2.458459682347010355e+06,9.996172189712524414e-01,3.061910392716526985e-03
2.458459683735887520e+06,9.972938895225524902e-01,3.055722219869494438e-03
2.458459685124764219e+06,1.000805139541625977e+00,3.061112714931368828e-03
2.458459686513641383e+06,1.003846764564514160e+00,3.062821924686431885e-03
2.458459687902518548e+06,1.002161622047424316e+00,3.064931835979223251e-03
2.458459689291395713e+06,9.985432624816894531e-01,3.059751121327280998e-03
2.458459690680272412e+06,9.980159401893615723e-01,3.055490087717771530e-03
2.458459692069149576e+06,9.988793134689331055e-01,3.066639183089137077e-03
2.458459693458026741e+06,9.994516372680664062e-01,3.064318792894482613e-03
2.458459694846903440e+06,9.998119473457336426e-01,3.057888941839337349e-03
2.458459696235780604e+06,1.000346541404724121e+00,3.059755777940154076e-03
2.458459697624657769e+06,1.001524329185485840e+00,3.059512702748179436e-03
2.458459699013534933e+06,1.002726554870605469e+00,3.064947668462991714e-03
2.458459700402411632e+06,1.008737087249755859e+00,3.066073870286345482e-03
2.458459701791288797e+06,1.004552721977233887e+00,3.063606331124901772e-03
2.458459703180165961e+06,1.006074309349060059e+00,3.065411699935793877e-03
2.458459704569043126e+06,9.995618462562561035e-01,3.056386020034551620e-03
2.458459705957919825e+06,1.005778312683105469e+00,3.062237752601504326e-03
2.458459707346796989e+06,1.005692124366760254e+00,3.066183999180793762e-03
2.458459708735673688e+06,1.003509640693664551e+00,3.062260802835226059e-03
2.458459710124550853e+06,1.002167105674743652e+00,3.059864509850740433e-03
2.458459711513428017e+06,1.002131223678588867e+00,3.067220328375697136e-03
2.458459712902304716e+06,1.000915884971618652e+00,3.061708528548479080e-03
2.458459714291181881e+06,1.006462097167968750e+00,3.061394905671477318e-03
2.458459715680059046e+06,1.000057697296142578e+00,3.060341812670230865e-03
2.458459717068936210e+06,1.002622842788696289e+00,3.057017922401428223e-03
2.458459718457812909e+06,1.000664114952087402e+00,3.060370450839400291e-03
2.458459719846690074e+06,9.996715784072875977e-01,3.063573036342859268e-03
2.458459721235566773e+06,1.001972317695617676e+00,3.062155563384294510e-03
2.458459722624443937e+06,1.000198721885681152e+00,3.061080817133188248e-03
2.458459724013321102e+06,9.981519579887390137e-01,3.062406787648797035e-03
2.458459725402197801e+06,1.001989364624023438e+00,3.068602876737713814e-03
2.458459726791074965e+06,1.004044890403747559e+00,3.070760518312454224e-03
2.458459728179951664e+06,1.006160378456115723e+00,3.057891502976417542e-03
2.458459729568828829e+06,9.988079071044921875e-01,3.060259390622377396e-03
2.458459730957705993e+06,1.001049399375915527e+00,3.061293857172131538e-03
2.458459732346582692e+06,1.005080938339233398e+00,3.062081523239612579e-03
2.458459733735459857e+06,1.004320383071899414e+00,3.060097107663750648e-03
2.458459735124336556e+06,1.000041127204895020e+00,3.061312017962336540e-03
2.458459736513213720e+06,1.002840042114257812e+00,3.058532020077109337e-03
2.458459737902090885e+06,1.002988934516906738e+00,3.061681520193815231e-03
2.458459739290967584e+06,1.002069592475891113e+00,3.071533748880028725e-03
2.458459740679844748e+06,1.000608682632446289e+00,3.073032246902585030e-03
2.458459742068721447e+06,1.003020405769348145e+00,3.060891991481184959e-03
2.458459743457598612e+06,1.004079699516296387e+00,3.066695528104901314e-03
2.458459744846475776e+06,9.977456331253051758e-01,3.058415604755282402e-03
2.458459746235352475e+06,1.001275300979614258e+00,3.061870811507105827e-03
2.458459747624229640e+06,1.002958178520202637e+00,3.064024262130260468e-03
2.458459749013106339e+06,1.006024241447448730e+00,3.062312724068760872e-03
2.458459750401983503e+06,1.002731680870056152e+00,3.065744414925575256e-03
2.458459751790860202e+06,1.005536913871765137e+00,3.063627518713474274e-03
2.458459753179737367e+06,1.002892136573791504e+00,3.060509683564305305e-03
2.458459754568614066e+06,1.002220988273620605e+00,3.065917408093810081e-03
2.458459755957491230e+06,1.004613876342773438e+00,3.063982119783759117e-03
2.458459757346367929e+06,1.004878401756286621e+00,3.064669435843825340e-03
2.458459758735245094e+06,1.001239657402038574e+00,3.061162773519754410e-03
2.458459760124121793e+06,1.000868916511535645e+00,3.056464949622750282e-03
2.458459761512998957e+06,1.004134893417358398e+00,3.059043316170573235e-03
2.458459762901875656e+06,1.003119826316833496e+00,3.057895228266716003e-03
2.458459764290752821e+06,1.001993060111999512e+00,3.062372561544179916e-03
2.458459765679629520e+06,1.003060221672058105e+00,3.059443784877657890e-03
2.458459767068506684e+06,1.001497507095336914e+00,3.063078504055738449e-03
2.458459768457383383e+06,1.002889990806579590e+00,3.058304078876972198e-03
2.458459769846260548e+06,1.001126408576965332e+00,3.061589784920215607e-03
2.458459771235137247e+06,1.000124096870422363e+00,3.063236363232135773e-03
2.458459772624013945e+06,1.003015518188476562e+00,3.059003734961152077e-03
2.458459774012891110e+06,1.007452011108398438e+00,3.064951160922646523e-03
2.458459775401767809e+06,1.001521587371826172e+00,3.059530397877097130e-03
2.458459776790644974e+06,1.002722859382629395e+00,3.065464319661259651e-03
2.458459778179521672e+06,1.001977205276489258e+00,3.058694768697023392e-03
2.458459779568398837e+06,1.000110983848571777e+00,3.058732487261295319e-03
2.458459780957275536e+06,1.003997802734375000e+00,3.060468239709734917e-03
2.458459782346152700e+06,1.000918745994567871e+00,3.058096393942832947e-03
2.458459783735029399e+06,1.001677155494689941e+00,3.055513137951493263e-03
2.458459785123906564e+06,1.003798604011535645e+00,3.064227988943457603e-03
2.458459786512783263e+06,1.002632975578308105e+00,3.064851509407162666e-03
2.458459787901659962e+06,9.994756579399108887e-01,3.058751346543431282e-03
2.458459789290537126e+06,1.001481056213378906e+00,3.060573246330022812e-03
2.458459790679413825e+06,1.003518104553222656e+00,3.061960684135556221e-03
2.458459792068290990e+06,9.986230731010437012e-01,3.061041235923767090e-03
2.458459793457167689e+06,1.001856684684753418e+00,3.060464980080723763e-03
2.458459794846044388e+06,1.000967979431152344e+00,3.057681489735841751e-03
2.458459796234921552e+06,1.001131296157836914e+00,3.060180693864822388e-03
2.458459797623798251e+06,9.987776875495910645e-01,3.063933691009879112e-03
2.458459799012675416e+06,1.001516819000244141e+00,3.062890842556953430e-03
2.458459800401552115e+06,1.003114819526672363e+00,3.060984425246715546e-03
2.458459801790428814e+06,1.003099918365478516e+00,3.061397699639201164e-03
2.458459803179305978e+06,1.000737786293029785e+00,3.062731819227337837e-03
2.458459804568182677e+06,9.984579682350158691e-01,3.057416528463363647e-03
2.458459805957059376e+06,9.997156858444213867e-01,3.056879620999097824e-03
2.458459807345936541e+06,1.004556775093078613e+00,3.061747411265969276e-03
2.458459808734813239e+06,1.001206278800964355e+00,3.057970199733972549e-03
2.458459810123689938e+06,9.991839528083801270e-01,3.059061476960778236e-03
2.458459811512567103e+06,1.000728487968444824e+00,3.058864967897534370e-03
2.458459812901443802e+06,1.001991868019104004e+00,3.061840077862143517e-03
2.458459814290320501e+06,1.000648856163024902e+00,3.060057759284973145e-03
2.458459815679197665e+06,1.003545880317687988e+00,3.058124566450715065e-03
2.458459817068074364e+06,1.004811048507690430e+00,3.065685974434018135e-03
2.458459818456951063e+06,1.000090718269348145e+00,3.063591197133064270e-03
2.458459819845827762e+06,1.000882267951965332e+00,3.059142502024769783e-03
2.458459821234704927e+06,1.003229498863220215e+00,3.060403512790799141e-03
2.458459822623581626e+06,1.002839803695678711e+00,3.064962802454829216e-03
2.458459824012458324e+06,1.003632307052612305e+00,3.062276402488350868e-03
2.458459825401335489e+06,1.002623915672302246e+00,3.062145318835973740e-03
2.458459826790212188e+06,1.002439618110656738e+00,3.059769282117486000e-03
2.458459828179088887e+06,9.986177682876586914e-01,3.057422349229454994e-03
2.458459829567965586e+06,9.993122220039367676e-01,3.059068461880087852e-03
2.458459830956842750e+06,1.005535125732421875e+00,3.064642893150448799e-03
2.458459832345719449e+06,9.987218379974365234e-01,3.061595372855663300e-03
2.458459833734596148e+06,1.002622604370117188e+00,3.059763461351394653e-03
2.458459835123472847e+06,1.003683686256408691e+00,3.061592578887939453e-03
2.458459836512350012e+06,1.003994584083557129e+00,3.060612361878156662e-03
2.458459837901226711e+06,9.975861310958862305e-01,3.054879605770111084e-03
2.458459839290103409e+06,1.000355124473571777e+00,3.057348309084773064e-03
2.458459840678980108e+06,1.001955986022949219e+00,3.062924835830926895e-03
2.458459842067857273e+06,1.000150084495544434e+00,3.058763686567544937e-03
2.458459843456733972e+06,9.995149374008178711e-01,3.056201385334134102e-03
2.458459844845610671e+06,1.002039313316345215e+00,3.059942740947008133e-03
2.458459846234487370e+06,1.000183939933776855e+00,3.058441216126084328e-03
2.458459847623364069e+06,1.002915978431701660e+00,3.060999093577265739e-03
2.458459849012241233e+06,1.003602623939514160e+00,3.058217233046889305e-03
2.458459850401117932e+06,1.003133535385131836e+00,3.063903655856847763e-03
2.458459851789994631e+06,9.973305463790893555e-01,3.056704066693782806e-03
2.458459853178871330e+06,1.002665877342224121e+00,3.060905262827873230e-03
2.458459854567748029e+06,1.002179861068725586e+00,3.064150922000408173e-03
2.458459855956625193e+06,1.004881024360656738e+00,3.058283822610974312e-03
2.458459857345501892e+06,1.003391385078430176e+00,3.061406780034303665e-03
2.458459858734378591e+06,1.000279784202575684e+00,3.063551383092999458e-03
2.458459860123255290e+06,1.002943873405456543e+00,3.060487797483801842e-03
2.458459861512131989e+06,1.001757144927978516e+00,3.063659416511654854e-03
2.458459862901009154e+06,9.949833154678344727e-01,3.053708001971244812e-03
2.458459864289885852e+06,1.000689029693603516e+00,3.060111543163657188e-03
2.458459865678762551e+06,9.970320463180541992e-01,3.058276604861021042e-03
2.458459867067639250e+06,1.003854155540466309e+00,3.059937851503491402e-03
2.458459868456515949e+06,1.003180980682373047e+00,3.061238443478941917e-03
2.458459869845392648e+06,1.002161026000976562e+00,3.062674775719642639e-03
2.458459871234269347e+06,9.997895359992980957e-01,3.059249138459563255e-03
2.458459872623146046e+06,1.006278157234191895e+00,3.060470102354884148e-03
2.458459874012023211e+06,9.986742138862609863e-01,3.067978424951434135e-03
2.458459875400899909e+06,9.976921677589416504e-01,3.056214889511466026e-03
2.458459876789776608e+06,1.000042080879211426e+00,3.059224924072623253e-03
2.458459878178653307e+06,1.001312255859375000e+00,3.058798145502805710e-03
2.458459879567530006e+06,9.999832510948181152e-01,3.058225614950060844e-03
2.458459880956406705e+06,1.004915475845336914e+00,3.062848700210452080e-03
2.458459882345283404e+06,9.993602633476257324e-01,3.059188136830925941e-03
2.458459883734160103e+06,9.996814131736755371e-01,3.057039575651288033e-03
2.458459885123036802e+06,9.939138889312744141e-01,3.054476110264658928e-03
2.458459886511913501e+06,1.001499414443969727e+00,3.061300376430153847e-03
2.458459887900790200e+06,9.974778890609741211e-01,3.056591376662254333e-03
2.458459889289667364e+06,9.960125684738159180e-01,3.057958325371146202e-03
2.458459890678544063e+06,1.001126646995544434e+00,3.058553906157612801e-03
2.458459892067420762e+06,9.974884986877441406e-01,3.056229092180728912e-03
2.458459893456297461e+06,1.000765204429626465e+00,3.056975780054926872e-03
2.458459894845174160e+06,1.001955032348632812e+00,3.059378359466791153e-03
2.458459896234050859e+06,1.001010537147521973e+00,3.058505477383732796e-03
2.458459897622927558e+06,9.995777010917663574e-01,3.060160437598824501e-03
2.458459899011804257e+06,1.002529382705688477e+00,3.060202579945325851e-03
2.458459900400680955e+06,1.003286242485046387e+00,3.059793263673782349e-03
2.458459901789557654e+06,1.004201889038085938e+00,3.060660557821393013e-03
2.458459903178434353e+06,1.002019166946411133e+00,3.059883834794163704e-03
2.458459904567311052e+06,9.981536865234375000e-01,3.059202572330832481e-03
2.458459905956187751e+06,9.998289346694946289e-01,3.057234454900026321e-03
2.458459907345064450e+06,1.001638650894165039e+00,3.062810283154249191e-03
2.458459908733941149e+06,1.002586960792541504e+00,3.059630049392580986e-03
2.458459910122817848e+06,9.996642470359802246e-01,3.057218622416257858e-03
2.458459911511694547e+06,1.000750064849853516e+00,3.060707356780767441e-03
2.458459912900571246e+06,9.976974725723266602e-01,3.061160212382674217e-03
2.458459914289447945e+06,1.000882863998413086e+00,3.070889040827751160e-03
2.458459915678324644e+06,9.989194273948669434e-01,3.056033281609416008e-03
2.458459917067201342e+06,9.987555146217346191e-01,3.059646580368280411e-03
2.458459918456078041e+06,9.986035823822021484e-01,3.056152258068323135e-03
2.458459919844954740e+06,1.001590847969055176e+00,3.063103416934609413e-03
2.458459921233831439e+06,1.002191662788391113e+00,3.060139715671539307e-03
2.458459922622708138e+06,1.001105666160583496e+00,3.057087305933237076e-03
2.458459924011584837e+06,9.970842003822326660e-01,3.054546425119042397e-03
2.458459925400461536e+06,1.000162482261657715e+00,3.053392982110381126e-03
2.458459926789337769e+06,1.000216722488403320e+00,3.063469426706433296e-03
2.458459928178214468e+06,1.000724196434020996e+00,3.060346702113747597e-03
2.458459929567091167e+06,1.000753521919250488e+00,3.058273578062653542e-03
2.458459930955967866e+06,9.989166855812072754e-01,3.062189323827624321e-03
2.458459932344844565e+06,9.985892176628112793e-01,3.057206282392144203e-03
2.458459933733721264e+06,1.001153588294982910e+00,3.061158582568168640e-03
2.458459935122597963e+06,1.000872254371643066e+00,3.058666829019784927e-03
2.458459936511474662e+06,1.001089811325073242e+00,3.058559726923704147e-03
2.458459937900351360e+06,9.998689889907836914e-01,3.062420990318059921e-03
2.458459939289228059e+06,1.003680825233459473e+00,3.061102703213691711e-03
2.458459940678104758e+06,9.985466599464416504e-01,3.069156548008322716e-03
2.458459942066981457e+06,9.998579025268554688e-01,3.059566486626863480e-03
2.458459943455857690e+06,1.001343369483947754e+00,3.060451475903391838e-03
2.458459944844734389e+06,1.002737402915954590e+00,3.062077565118670464e-03
2.458459946233611088e+06,1.003367185592651367e+00,3.060313872992992401e-03
2.458459947622487787e+06,9.986959695816040039e-01,3.059849375858902931e-03
2.458459949011364486e+06,9.966297149658203125e-01,3.056760178878903389e-03
2.458459950400241185e+06,1.000547885894775391e+00,3.060926916077733040e-03
2.458459951789117884e+06,1.003002285957336426e+00,3.061423776671290398e-03
2.458459953177994117e+06,1.002746939659118652e+00,3.062264760956168175e-03
2.458459954566870816e+06,1.003914237022399902e+00,3.059364855289459229e-03
2.458459955955747515e+06,1.004392027854919434e+00,3.059434238821268082e-03
2.458459957344624214e+06,1.002320528030395508e+00,3.064932068809866905e-03
2.458459958733500913e+06,9.976372718811035156e-01,3.055547596886754036e-03
2.458459960122377612e+06,1.002121567726135254e+00,3.061125287786126137e-03
2.458459961511253845e+06,9.970812201499938965e-01,3.052168991416692734e-03
2.458459962900130544e+06,1.002940773963928223e+00,3.061858471482992172e-03
2.458459964289007243e+06,1.000725865364074707e+00,3.059583017602562904e-03
2.458459965677883942e+06,9.995078444480895996e-01,3.057001857087016106e-03
2.458459967066760641e+06,1.001763939857482910e+00,3.058079862967133522e-03
2.458459968455636874e+06,9.968399405479431152e-01,3.059027483686804771e-03
2.458459969844513573e+06,1.000519275665283203e+00,3.056547138839960098e-03
2.458459971233390272e+06,9.982507824897766113e-01,3.057761117815971375e-03
2.458459972622266971e+06,1.000003576278686523e+00,3.058944595977663994e-03
2.458459974011143669e+06,9.964645504951477051e-01,3.058789763599634171e-03
2.458459975400019903e+06,1.003492236137390137e+00,3.063305048272013664e-03
2.458459976788896602e+06,9.965719580650329590e-01,3.057077061384916306e-03
2.458459978177773301e+06,1.000445604324340820e+00,3.056861693039536476e-03
2.458459979566649999e+06,9.979471564292907715e-01,3.057517809793353081e-03
2.458459980955526233e+06,9.981539249420166016e-01,3.057619323953986168e-03
2.458459982344402932e+06,9.976900815963745117e-01,3.062730655074119568e-03
2.458459983733279631e+06,1.007265329360961914e+00,3.062710864469408989e-03
2.458459985122156329e+06,9.987597465515136719e-01,3.055915934965014458e-03
2.458459986511032563e+06,9.968791007995605469e-01,3.054129425436258316e-03
2.458459987899909262e+06,1.000022768974304199e+00,3.060348564758896828e-03
2.458459989288785961e+06,1.000977635383605957e+00,3.060524817556142807e-03
2.458459990677662659e+06,1.004332184791564941e+00,3.062105504795908928e-03
2.458459992066538893e+06,9.979063868522644043e-01,3.067935118451714516e-03
2.458459993455415592e+06,9.988698959350585938e-01,3.055860754102468491e-03
2.458459994844292291e+06,9.969784021377563477e-01,3.058240050449967384e-03
2.458459996233168524e+06,9.990381598472595215e-01,3.056729212403297424e-03
2.458459997622045223e+06,1.000679612159729004e+00,3.060791408643126488e-03
2.458459999010921922e+06,9.973521232604980469e-01,3.058466129004955292e-03
2.458460000399798155e+06,1.002691864967346191e+00,3.058556932955980301e-03
2.458460001788674854e+06,9.989137649536132812e-01,3.056722227483987808e-03
2.458460003177551553e+06,1.001873135566711426e+00,3.070340724661946297e-03
2.458460004566428252e+06,1.000916242599487305e+00,3.060828195884823799e-03
2.458460005955304485e+06,9.967502951622009277e-01,3.059290116652846336e-03
2.458460007344181184e+06,1.000709772109985352e+00,3.066455246880650520e-03
2.458460008733057417e+06,9.976404309272766113e-01,3.057548776268959045e-03
2.458460010121934116e+06,1.000466585159301758e+00,3.060142975300550461e-03
2.458460011510810815e+06,9.976203441619873047e-01,3.060531802475452423e-03
2.458460012899687048e+06,1.001875996589660645e+00,3.063040785491466522e-03
2.458460014288563747e+06,1.003276824951171875e+00,3.057378809899091721e-03
2.458460015677440446e+06,9.956334829330444336e-01,3.055470529943704605e-03
2.458460017066316679e+06,9.993115663528442383e-01,3.057224908843636513e-03
2.458460018455193378e+06,1.002704381942749023e+00,3.061359515413641930e-03
2.458460019844069611e+06,1.001543045043945312e+00,3.058518515899777412e-03
2.458460021232946310e+06,9.987486004829406738e-01,3.054612549021840096e-03
2.458460022621823009e+06,1.001217246055603027e+00,3.057685680687427521e-03
2.458460024010699242e+06,9.985279440879821777e-01,3.056845162063837051e-03
2.458460025399575941e+06,1.000137567520141602e+00,3.060057759284973145e-03
2.458460026788452640e+06,1.003155350685119629e+00,3.062182338908314705e-03
2.458460028177328873e+06,1.001165509223937988e+00,3.062537871301174164e-03
2.458460029566205572e+06,1.002053499221801758e+00,3.065142547711730003e-03
2.458460030955081806e+06,9.994755983352661133e-01,3.058061935007572174e-03
2.458460032343958504e+06,9.961915016174316406e-01,3.063538810238242149e-03
2.458460033732834738e+06,1.000759005546569824e+00,3.056678455322980881e-03
2.458460035121711437e+06,1.005033969879150391e+00,3.065336262807250023e-03
2.458460036510588136e+06,9.984841942787170410e-01,3.053246531635522842e-03
2.458460037899464369e+06,9.960835576057434082e-01,3.055335488170385361e-03
2.458460039288341068e+06,1.000091433525085449e+00,3.058288479223847389e-03
2.458460040677217301e+06,1.000497579574584961e+00,3.063158364966511726e-03
2.458460042066094000e+06,9.989519715309143066e-01,3.058875910937786102e-03
2.458460043454970233e+06,9.943779706954956055e-01,3.066643374040722847e-03
2.458460044843846932e+06,9.994611144065856934e-01,3.059367416426539421e-03
2.458460046232723165e+06,9.996312856674194336e-01,3.061916679143905640e-03
2.458460047621599864e+06,1.004140615463256836e+00,3.059646813198924065e-03
2.458460049010476097e+06,1.000787973403930664e+00,3.059845184907317162e-03
2.458460050399352796e+06,1.001704692840576172e+00,3.057960188016295433e-03
2.458460051788229495e+06,9.980855584144592285e-01,3.056192770600318909e-03
2.458460053177105729e+06,9.948654174804687500e-01,3.054457018151879311e-03
2.458460054565981962e+06,1.002721428871154785e+00,3.060943214222788811e-03
2.458460055954858661e+06,1.001081347465515137e+00,3.056695451959967613e-03
2.458460057343735360e+06,9.984894394874572754e-01,3.062783740460872650e-03
2.458460058732611593e+06,1.000994801521301270e+00,3.064596094191074371e-03
2.458460060121487826e+06,9.958915710449218750e-01,3.055879147723317146e-03
2.458460061510364525e+06,9.981132149696350098e-01,3.052121726796030998e-03
2.458460062899240758e+06,9.948840141296386719e-01,3.053895197808742523e-03
2.458460064288117457e+06,1.003238677978515625e+00,3.061925992369651794e-03
2.458460065676993690e+06,1.001629710197448730e+00,3.063818207010626793e-03
2.458460067065870389e+06,1.000415086746215820e+00,3.063788870349526405e-03
2.458460068454746623e+06,9.998306632041931152e-01,3.061533672735095024e-03
2.458460069843623322e+06,1.002243399620056152e+00,3.057334804907441139e-03
2.458460071232499555e+06,9.965318441390991211e-01,3.063794923946261406e-03
2.458460072621376254e+06,9.984005689620971680e-01,3.058335743844509125e-03
2.458460074010252487e+06,9.979761242866516113e-01,3.055961104109883308e-03
2.458460075399128720e+06,9.994778037071228027e-01,3.054920118302106857e-03
2.458460076788005419e+06,1.000470280647277832e+00,3.061008406803011894e-03
2.458460078176881652e+06,9.985138773918151855e-01,3.055790439248085022e-03
2.458460079565758351e+06,9.981100559234619141e-01,3.060871502384543419e-03
2.458460080954634584e+06,1.004095196723937988e+00,3.060595830902457237e-03
2.458460082343510818e+06,1.000742077827453613e+00,3.058939939364790916e-03
2.458460083732387517e+06,1.001148223876953125e+00,3.059947863221168518e-03
2.458460085121263750e+06,9.991857409477233887e-01,3.057362744584679604e-03
2.458460086510140449e+06,1.001258492469787598e+00,3.056437708437442780e-03
2.458460087899016682e+06,1.004272341728210449e+00,3.059577429667115211e-03
2.458460089287892915e+06,9.986881017684936523e-01,3.065569326281547546e-03
2.458460090676769614e+06,9.993312358856201172e-01,3.059537615627050400e-03
2.458460092065645847e+06,9.974693059921264648e-01,3.056370187550783157e-03
2.458460093454522081e+06,1.001996994018554688e+00,3.059554845094680786e-03
2.458460094843398780e+06,9.958891868591308594e-01,3.056647023186087608e-03
2.458460096232275013e+06,9.981090426445007324e-01,3.058486152440309525e-03
2.458460097621151712e+06,9.993741512298583984e-01,3.058902453631162643e-03
2.458460099010027945e+06,9.981716871261596680e-01,3.057162975892424583e-03
2.458460100398904178e+06,9.988272190093994141e-01,3.058408852666616440e-03
2.458460101787780877e+06,9.954959750175476074e-01,3.054092405363917351e-03
2.458460103176657110e+06,9.996740818023681641e-01,3.057098248973488808e-03
2.458460104565533344e+06,1.002665638923645020e+00,3.058359026908874512e-03
2.458460105954410043e+06,9.972223639488220215e-01,3.056961111724376678e-03
2.458460107343286276e+06,1.000069737434387207e+00,3.058218164369463921e-03
2.458460108732162509e+06,1.003025889396667480e+00,3.057404886931180954e-03
2.458460110121039208e+06,9.950164556503295898e-01,3.056702436879277229e-03
2.458460111509915441e+06,1.000233888626098633e+00,3.059020033106207848e-03
2.458460112898791675e+06,9.983839988708496094e-01,3.059295238927006721e-03
2.458460114287667908e+06,9.953656196594238281e-01,3.052920335903763771e-03
2.458460115676544607e+06,9.968637824058532715e-01,3.056531539186835289e-03
2.458460117065420840e+06,9.987492561340332031e-01,3.059029113501310349e-03
2.458460118454297073e+06,9.981799125671386719e-01,3.056030254811048508e-03
2.458460119843173306e+06,9.954314231872558594e-01,3.056404413655400276e-03
2.458460121232050005e+06,9.988068342208862305e-01,3.059176262468099594e-03
2.458460122620926239e+06,9.968019723892211914e-01,3.057463793084025383e-03
2.458460124009802472e+06,9.988814592361450195e-01,3.058810718357563019e-03
2.458460125398679171e+06,1.001185536384582520e+00,3.060054266825318336e-03
2.458460126787555404e+06,9.978893399238586426e-01,3.058256348595023155e-03
2.458460128176431637e+06,9.968636631965637207e-01,3.057427238672971725e-03
2.458460129565307871e+06,9.992293119430541992e-01,3.053526626899838448e-03
2.458460130954184569e+06,1.002921104431152344e+00,3.065123688429594040e-03
2.458460132343060803e+06,9.982348680496215820e-01,3.054760862141847610e-03
2.458460133731937036e+06,9.952949285507202148e-01,3.055832348763942719e-03
2.458460135120813269e+06,1.003685474395751953e+00,3.058057511225342751e-03
2.458460136509689968e+06,1.001294255256652832e+00,3.062012372538447380e-03
2.458460137898566201e+06,9.957203269004821777e-01,3.060756716877222061e-03
2.458460139287442435e+06,9.988667964935302734e-01,3.060221904888749123e-03
2.458460140676318668e+06,9.983948469161987305e-01,3.054723842069506645e-03
2.458460142065194901e+06,9.952030777931213379e-01,3.057012800127267838e-03
2.458460143454071600e+06,1.001933813095092773e+00,3.062002360820770264e-03
2.458460144842947833e+06,9.963020682334899902e-01,3.052309388294816017e-03
2.458460146231824066e+06,9.960603713989257812e-01,3.059260779991745949e-03
2.458460147620700300e+06,9.987797141075134277e-01,3.068342572078108788e-03
2.458460149009576533e+06,9.933698773384094238e-01,3.053532913327217102e-03
2.458460150398452766e+06,9.971762895584106445e-01,3.061473369598388672e-03
2.458460151787329465e+06,9.962483048439025879e-01,3.053953871130943298e-03
2.458460153176205698e+06,9.989540576934814453e-01,3.061763942241668701e-03
2.458460154565081932e+06,1.000679016113281250e+00,3.058220725506544113e-03
2.458460155953958165e+06,9.928355216979980469e-01,3.053094493225216866e-03
2.458460157342834398e+06,9.938780069351196289e-01,3.053233027458190918e-03
2.458460158731710631e+06,9.970117807388305664e-01,3.063848474994301796e-03
2.458460160120586865e+06,1.000506162643432617e+00,3.060148796066641808e-03
2.458460161509463564e+06,9.929956793785095215e-01,3.057470778003334999e-03
2.458460162898339797e+06,9.955387115478515625e-01,3.056750399991869926e-03
2.458460164287216030e+06,9.975721836090087891e-01,3.053905675187706947e-03
2.458460165676092263e+06,9.970902800559997559e-01,3.055011387914419174e-03
2.458460167064968497e+06,1.000592589378356934e+00,3.054163651540875435e-03
2.458460168453844730e+06,9.996552467346191406e-01,3.053419990465044975e-03
2.458460169842720963e+06,9.965444207191467285e-01,3.055342240259051323e-03
2.458460171231597196e+06,9.969196319580078125e-01,3.060354385524988174e-03
2.458460172620473430e+06,9.974902868270874023e-01,3.050507511943578720e-03
2.458460174009349663e+06,1.004375696182250977e+00,3.059668000787496567e-03
