#property,value,lower_error,upper_error,source
$rho_\mathrm{\star;b}$ (cgs),53628263828816.586,279276303580.71875,309145220043.6172,derived
Limb darkening $u_\mathrm{1; TESS}$,0.23663220380620492,0.13801811901415342,0.2203279159149532,derived
Limb darkening $u_\mathrm{2; TESS}$,-0.02579050616588159,0.12539468831448541,0.1199643123879277,derived
$rho_\mathrm{\star; combined}$ (cgs),53628263828816.586,279276303580.71875,309145220043.6172,derived
